"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0308,-0.0192
"2","PM",0.1,0.0686,-0.0314
"3","PM",0.25,0.212,-0.038
"4","PM",0.75,0.7808,0.0308
"5","PM",0.9,0.925,0.025
"6","PM",0.95,0.9626,0.0126
"7","CB",0.05,0.051,0.001
"8","CB",0.1,0.0993999999999999,-6e-04
"9","CB",0.25,0.2526,0.0026
"10","CB",0.75,0.7418,-0.0082
"11","CB",0.9,0.8972,-0.0028
"12","CB",0.95,0.9428,-0.0072
"13","GR",0.05,0.0526,0.0026
"14","GR",0.1,0.1066,0.0066
"15","GR",0.25,0.2598,0.0098
"16","GR",0.75,0.7374,-0.0126
"17","GR",0.9,0.887,-0.013
"18","GR",0.95,0.940599999999999,-0.0094
"19","ML",0.05,0.0861999999999999,0.0362
"20","ML",0.1,0.1524,0.0524
"21","ML",0.25,0.2966,0.0466
"22","ML",0.75,0.6984,-0.0516
"23","ML",0.9,0.8492,-0.0508
"24","ML",0.95,0.9096,-0.0404
