"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,0,0.006
"[-5.76,-5.52)",0,4e-04,2e-04,0.005
"[-5.52,-5.28)",0,6e-04,6e-04,0.0066
"[-5.28,-5.04)",0,0.0012,8e-04,0.0084
"[-5.04,-4.8)",0,8e-04,0.0018,0.0104
"[-4.8,-4.56)",0,0.002,8e-04,0.008
"[-4.56,-4.32)",0,8e-04,0.002,0.0114
"[-4.32,-4.08)",0,0.0016,0.0028,0.0136
"[-4.08,-3.84)",0,0.003,0.004,0.0126
"[-3.84,-3.6)",0,0.0046,0.0042,0.0148
"[-3.6,-3.36)",2e-04,0.0054,0.0068,0.0146
"[-3.36,-3.12)",4e-04,0.0086,0.0068,0.0192
"[-3.12,-2.88)",6e-04,0.009,0.0098,0.0184
"[-2.88,-2.64)",8e-04,0.012,0.0112,0.0176
"[-2.64,-2.4)",0.0016,0.0184,0.015,0.0184
"[-2.4,-2.16)",0.0034,0.02,0.0178,0.0192
"[-2.16,-1.92)",0.0058,0.0242,0.0214,0.0278
"[-1.92,-1.68)",0.0088,0.0248,0.025,0.0262
"[-1.68,-1.44)",0.0194,0.0302,0.031,0.0252
"[-1.44,-1.2)",0.0278,0.0396,0.0352,0.0268
"[-1.2,-0.96)",0.04,0.0414,0.0404,0.0256
"[-0.96,-0.72)",0.0462,0.0414,0.0456,0.027
"[-0.72,-0.48)",0.0652,0.0532,0.0494,0.0294
"[-0.48,-0.24)",0.0882,0.0536,0.0552,0.0294
"[-0.24,0)",0.0964,0.055,0.0566,0.0336
"[0,0.24)",0.098,0.0554,0.0582,0.027
"[0.24,0.48)",0.1078,0.0472,0.0576,0.0298
"[0.48,0.72)",0.0958,0.0534,0.0578,0.026
"[0.72,0.96)",0.0764,0.0534,0.0534,0.0292
"[0.96,1.2)",0.0668,0.053,0.0522,0.0262
"[1.2,1.44)",0.0568,0.0388,0.0436,0.0254
"[1.44,1.68)",0.0358,0.0422,0.0408,0.0226
"[1.68,1.92)",0.0256,0.0364,0.0356,0.0256
"[1.92,2.16)",0.015,0.0294,0.0306,0.0254
"[2.16,2.4)",0.0104,0.034,0.0252,0.024
"[2.4,2.64)",0.004,0.0214,0.0204,0.023
"[2.64,2.88)",0.0016,0.0186,0.0172,0.0212
"[2.88,3.12)",6e-04,0.0162,0.0144,0.0214
"[3.12,3.36)",0,0.0136,0.0114,0.018
"[3.36,3.6)",2e-04,0.011,0.0094,0.0208
"[3.6,3.84)",2e-04,0.0064,0.0064,0.0146
"[3.84,4.08)",0,0.0058,0.0058,0.0168
"[4.08,4.32)",0,0.0046,0.004,0.0138
"[4.32,4.56)",0,0.0026,0.0048,0.015
"[4.56,4.8)",0,0.0012,0.0024,0.0084
"[4.8,5.04)",0,0.001,0.002,0.0096
"[5.04,5.28)",0,8e-04,8e-04,0.0102
"[5.28,5.52)",0,4e-04,4e-04,0.008
"[5.52,5.76)",0,2e-04,6e-04,0.0064
"[5.76,6)",2e-04,0,2e-04,0.0064
