"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0312,-0.0188
"2","PM",0.1,0.0778,-0.0222
"3","PM",0.25,0.197,-0.053
"4","PM",0.75,0.6444,-0.1056
"5","PM",0.9,0.835,-0.065
"6","PM",0.95,0.926,-0.024
"7","CB",0.05,0.1518,0.1018
"8","CB",0.1,0.2168,0.1168
"9","CB",0.25,0.323,0.073
"10","CB",0.75,0.571,-0.179
"11","CB",0.9,0.7032,-0.1968
"12","CB",0.95,0.7762,-0.1738
"13","GR",0.05,0.1454,0.0954
"14","GR",0.1,0.2068,0.1068
"15","GR",0.25,0.3148,0.0648
"16","GR",0.75,0.5812,-0.1688
"17","GR",0.9,0.7116,-0.1884
"18","GR",0.95,0.7886,-0.1614
"19","ML",0.05,0.303,0.253
"20","ML",0.1,0.3498,0.2498
"21","ML",0.25,0.414,0.164
"22","ML",0.75,0.5542,-0.1958
"23","ML",0.9,0.6196,-0.2804
"24","ML",0.95,0.6632,-0.2868
