"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,2e-04
"[-5.76,-5.52)",0,0,0,0.0014
"[-5.52,-5.28)",0,0,0,0.0012
"[-5.28,-5.04)",0,0,0,0.0016
"[-5.04,-4.8)",0,2e-04,0,0.0018
"[-4.8,-4.56)",0,4e-04,0,0.0012
"[-4.56,-4.32)",0,0,0,0.0038
"[-4.32,-4.08)",0,0,0,0.005
"[-4.08,-3.84)",0,2e-04,2e-04,0.0038
"[-3.84,-3.6)",2e-04,4e-04,4e-04,0.0044
"[-3.6,-3.36)",4e-04,0.0014,4e-04,0.007
"[-3.36,-3.12)",2e-04,0.0012,8e-04,0.0082
"[-3.12,-2.88)",2e-04,0.0016,0.002,0.0098
"[-2.88,-2.64)",4e-04,0.002,0.0026,0.0106
"[-2.64,-2.4)",0.001,0.0046,0.005,0.013
"[-2.4,-2.16)",0.0024,0.0082,0.0062,0.016
"[-2.16,-1.92)",0.003,0.01,0.0098,0.0198
"[-1.92,-1.68)",0.0052,0.013,0.0156,0.0238
"[-1.68,-1.44)",0.0116,0.017,0.0228,0.0284
"[-1.44,-1.2)",0.0184,0.0306,0.0332,0.0362
"[-1.2,-0.96)",0.0248,0.0482,0.0482,0.0496
"[-0.96,-0.72)",0.0542,0.0584,0.0662,0.0548
"[-0.72,-0.48)",0.0808,0.084,0.0822,0.0638
"[-0.48,-0.24)",0.1298,0.1076,0.0962,0.0692
"[-0.24,0)",0.16,0.1098,0.1036,0.067
"[0,0.24)",0.158,0.1118,0.1026,0.0696
"[0.24,0.48)",0.1232,0.0966,0.0938,0.0602
"[0.48,0.72)",0.0894,0.0824,0.0822,0.0608
"[0.72,0.96)",0.0544,0.0626,0.0654,0.0542
"[0.96,1.2)",0.033,0.0428,0.0492,0.0418
"[1.2,1.44)",0.0182,0.03,0.0348,0.0386
"[1.44,1.68)",0.012,0.0246,0.0246,0.0298
"[1.68,1.92)",0.0064,0.0164,0.0162,0.0242
"[1.92,2.16)",0.0038,0.009,0.013,0.0222
"[2.16,2.4)",0.003,0.0078,0.0074,0.018
"[2.4,2.64)",0.0022,0.0042,0.0052,0.0128
"[2.64,2.88)",0.001,0.0026,0.0044,0.0106
"[2.88,3.12)",0.0012,0.003,0.0024,0.0092
"[3.12,3.36)",6e-04,0.0024,0.0014,0.0086
"[3.36,3.6)",0,0.0012,4e-04,0.0052
"[3.6,3.84)",0,0.0012,4e-04,0.0048
"[3.84,4.08)",0,0.001,0,0.0056
"[4.08,4.32)",0,4e-04,0,0.0026
"[4.32,4.56)",2e-04,2e-04,0,0.0028
"[4.56,4.8)",2e-04,0,2e-04,0.0018
"[4.8,5.04)",0,0,4e-04,0.002
"[5.04,5.28)",0,0,0,0.002
"[5.28,5.52)",0,0,0,0.0018
"[5.52,5.76)",0,0,0,0.0012
"[5.76,6)",0,0,0,8e-04
