"","SEL_PM","SEL_CB","SEL_GR","SEL_ML"
"1",0.223028535888607,0.248642440477674,0.24782173655895,0.29748060910199
"2",0.237925944961625,0.250005535164225,0.266850413495984,0.308942593603952
"3",0.282902164000154,0.318359775615367,0.328355298379499,0.396713873113603
"4",0.278217403525037,0.315274998692518,0.303792745879744,0.391359105885879
"5",0.210928126295341,0.219745539543118,0.210763056473962,0.261275771768851
"6",0.292948032093834,0.278254194344842,0.297011688756023,0.325830479759986
"7",0.243486259851326,0.254551192010134,0.229943952654271,0.28455918553399
"8",0.236202132443107,0.237785451629374,0.254133410157987,0.296554509705006
"9",0.205075041611341,0.233822090513054,0.247456892786917,0.30602600481505
"10",0.227295076916041,0.237944644339803,0.231945132289001,0.314189958850723
"11",0.205998946091375,0.231687791723618,0.246178896362405,0.307396317922112
"12",0.381261145685659,0.386298790008247,0.400439494580531,0.451518034174808
"13",0.358345366382541,0.35649470051503,0.379674377832752,0.416685076438381
"14",0.238255309816906,0.245392665542129,0.263807512106366,0.323627372852843
"15",0.229173396859314,0.234774942575429,0.246856799032552,0.266069490643504
"16",0.208431493481777,0.210174177110406,0.217446300081458,0.259138823716206
"17",0.299572103837593,0.30178213724224,0.300682368719373,0.33409583834834
"18",0.240529803063035,0.247748536205925,0.25821145232813,0.277143584283984
"19",0.238473203709514,0.251648872326258,0.272169091060701,0.324613913807359
"20",0.212722382562728,0.237779628788805,0.240480516679973,0.321607925767752
"21",0.295374794923703,0.305712430565187,0.328138684330159,0.369150822800022
"22",0.247248754014643,0.27189974956849,0.283766599943744,0.361523991194467
"23",0.269150582864548,0.286036758766281,0.314790976773653,0.354732650704759
"24",0.259396825418744,0.290734424059816,0.280656899215956,0.362799257027721
"25",0.213143588073055,0.23224984313478,0.222989369142588,0.298716582232211
"26",0.242155807989078,0.260598714320107,0.282596504563438,0.33705188870253
"27",0.249045976468002,0.233548875739849,0.239735812057965,0.266090235645703
"28",0.225862809086127,0.23531738193491,0.241950254326376,0.282567332798249
"29",0.264999798053424,0.279366873294756,0.280436274273762,0.340426427898317
"30",0.21708709788905,0.246443877197399,0.265358576460839,0.329419004962452
"31",0.315572237086602,0.322218181940387,0.319487608610368,0.383308063991516
"32",0.203706495945678,0.242107638246176,0.242723215871925,0.314777283889324
"33",0.282750761304323,0.304242004258114,0.281025177717494,0.346136046020022
"34",0.245980030607324,0.283839090743422,0.287921657826455,0.392939540071542
"35",0.238442475850105,0.267141950302993,0.279707702692812,0.340940462853825
"36",0.183499066300325,0.190932586020442,0.205830549534958,0.259618148447449
"37",0.281470360859544,0.289286139721021,0.297105407655968,0.349347859522475
"38",0.211765001886588,0.222294807393737,0.223626492982857,0.284281350839735
"39",0.217703055326069,0.222403199436984,0.217144441295893,0.271591279399705
"40",0.216831443008331,0.239136546740266,0.229215427715838,0.304269669985973
"41",0.231853432911961,0.240028502163939,0.259939976588275,0.305702959515944
"42",0.239819469911132,0.2625138582803,0.2742416745648,0.349485978000408
"43",0.247924486945453,0.276069958042955,0.275561292590841,0.346547414271006
"44",0.284025365176084,0.298270828923495,0.288034284392517,0.354592492096405
"45",0.195299047343551,0.204359872083268,0.198633034756208,0.260453041197531
"46",0.242179529923862,0.26538371530646,0.305570806615857,0.354462943734442
"47",0.24132915874254,0.2701180184405,0.266287994598106,0.341832826189082
"48",0.284552328068626,0.310385775078144,0.300746986071883,0.381493419241805
"49",0.21711719041585,0.271221304330847,0.269440884222545,0.362528896172167
"50",0.279403898818011,0.295501835093538,0.31566829904449,0.338357137940959
