"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,2e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,2e-04,0,2e-04
"[-3.84,-3.6)",0,0,0,2e-04
"[-3.6,-3.36)",0,4e-04,0,0.0018
"[-3.36,-3.12)",0,2e-04,0,0.0054
"[-3.12,-2.88)",0,4e-04,0.0024,0.0062
"[-2.88,-2.64)",6e-04,0.0016,0.0032,0.0074
"[-2.64,-2.4)",0,0.004,0.005,0.0112
"[-2.4,-2.16)",0.001,0.0054,0.0064,0.0176
"[-2.16,-1.92)",0.0026,0.0074,0.0104,0.0284
"[-1.92,-1.68)",0.0058,0.015,0.0166,0.0342
"[-1.68,-1.44)",0.0092,0.0198,0.0232,0.0408
"[-1.44,-1.2)",0.018,0.0358,0.0326,0.0534
"[-1.2,-0.96)",0.0316,0.058,0.0458,0.0618
"[-0.96,-0.72)",0.0648,0.0758,0.063,0.064
"[-0.72,-0.48)",0.103,0.0964,0.0846,0.0714
"[-0.48,-0.24)",0.1504,0.116,0.114,0.0652
"[-0.24,0)",0.1782,0.1152,0.1288,0.0632
"[0,0.24)",0.1424,0.103,0.1172,0.062
"[0.24,0.48)",0.1044,0.089,0.0926,0.0622
"[0.48,0.72)",0.0656,0.067,0.0692,0.06
"[0.72,0.96)",0.0444,0.0516,0.052,0.0454
"[0.96,1.2)",0.026,0.0394,0.0382,0.048
"[1.2,1.44)",0.0178,0.0282,0.0272,0.035
"[1.44,1.68)",0.0094,0.019,0.0182,0.0366
"[1.68,1.92)",0.0094,0.013,0.0138,0.0258
"[1.92,2.16)",0.0064,0.0094,0.0118,0.0228
"[2.16,2.4)",0.0036,0.0062,0.007,0.0156
"[2.4,2.64)",0.0014,0.0078,0.0056,0.0126
"[2.64,2.88)",0.0018,0.0066,0.0046,0.009
"[2.88,3.12)",4e-04,0.0022,0.0018,0.0088
"[3.12,3.36)",6e-04,0.0016,0.002,0.0074
"[3.36,3.6)",6e-04,0.0016,0.0018,0.007
"[3.6,3.84)",4e-04,6e-04,2e-04,0.0034
"[3.84,4.08)",0,2e-04,6e-04,0.0016
"[4.08,4.32)",2e-04,0.001,0,0.0016
"[4.32,4.56)",0,0,2e-04,4e-04
"[4.56,4.8)",0,6e-04,0,8e-04
"[4.8,5.04)",0,2e-04,0,2e-04
"[5.04,5.28)",0,2e-04,0,6e-04
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
