"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0338,-0.0162
"2","PM",0.1,0.0566,-0.0434
"3","PM",0.25,0.1458,-0.1042
"4","PM",0.75,0.7764,0.0264
"5","PM",0.9,0.9756,0.0756
"6","PM",0.95,0.9884,0.0384
"7","CB",0.05,0.0847999999999999,0.0348
"8","CB",0.1,0.13,0.03
"9","CB",0.25,0.2358,-0.0142
"10","CB",0.75,0.7094,-0.0406
"11","CB",0.9,0.9498,0.0498
"12","CB",0.95,0.966999999999999,0.017
"13","GR",0.05,0.0919999999999999,0.042
"14","GR",0.1,0.129,0.029
"15","GR",0.25,0.2198,-0.0302
"16","GR",0.75,0.7118,-0.0382
"17","GR",0.9,0.952,0.052
"18","GR",0.95,0.9724,0.0224
"19","ML",0.05,0.1998,0.1498
"20","ML",0.1,0.2514,0.1514
"21","ML",0.25,0.3444,0.0944
"22","ML",0.75,0.6316,-0.1184
"23","ML",0.9,0.8852,-0.0148
"24","ML",0.95,0.9212,-0.0288
