"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,8e-04,0,0.0054
"[-5.76,-5.52)",0,2e-04,1e-04,0.0085
"[-5.52,-5.28)",0,5e-04,3e-04,0.0062
"[-5.28,-5.04)",0,7e-04,7e-04,0.0084
"[-5.04,-4.8)",0,8e-04,4e-04,0.0083
"[-4.8,-4.56)",0,0.001,8e-04,0.0074
"[-4.56,-4.32)",0,0.0013,0.0018,0.0094
"[-4.32,-4.08)",0,0.0022,0.0018,0.0105
"[-4.08,-3.84)",0,0.0021,0.0027,0.0106
"[-3.84,-3.6)",0,0.0047,0.0044,0.0139
"[-3.6,-3.36)",0,0.0044,0.0044,0.0126
"[-3.36,-3.12)",2e-04,0.0057,0.0063,0.0136
"[-3.12,-2.88)",5e-04,0.0075,0.0086,0.0163
"[-2.88,-2.64)",0.0011,0.0123,0.0102,0.0173
"[-2.64,-2.4)",0.0019,0.012,0.0144,0.0193
"[-2.4,-2.16)",0.0028,0.0181,0.0176,0.0233
"[-2.16,-1.92)",0.005,0.0214,0.0222,0.0227
"[-1.92,-1.68)",0.0074,0.0273,0.0271,0.0207
"[-1.68,-1.44)",0.013,0.0289,0.0326,0.0237
"[-1.44,-1.2)",0.0233,0.0384,0.0398,0.0281
"[-1.2,-0.96)",0.036,0.0473,0.0473,0.0276
"[-0.96,-0.72)",0.0548,0.0532,0.0517,0.0299
"[-0.72,-0.48)",0.0811,0.0569,0.0586,0.0313
"[-0.48,-0.24)",0.11,0.0649,0.0631,0.0315
"[-0.24,0)",0.1197,0.0664,0.0652,0.03
"[0,0.24)",0.1279,0.0667,0.0671,0.0308
"[0.24,0.48)",0.1229,0.0702,0.0639,0.0337
"[0.48,0.72)",0.0983,0.0607,0.0607,0.0315
"[0.72,0.96)",0.082,0.0538,0.0564,0.0277
"[0.96,1.2)",0.0507,0.0533,0.0497,0.0284
"[1.2,1.44)",0.0318,0.0444,0.043,0.0266
"[1.44,1.68)",0.0147,0.0355,0.0364,0.0247
"[1.68,1.92)",0.0069,0.0305,0.0307,0.0248
"[1.92,2.16)",0.0032,0.0253,0.0254,0.0208
"[2.16,2.4)",0.0024,0.0179,0.0201,0.0233
"[2.4,2.64)",0.0011,0.0146,0.0153,0.0197
"[2.64,2.88)",4e-04,0.0133,0.0118,0.018
"[2.88,3.12)",3e-04,0.0093,0.0099,0.0157
"[3.12,3.36)",2e-04,0.0074,0.0075,0.0152
"[3.36,3.6)",1e-04,0.0039,0.0057,0.0143
"[3.6,3.84)",1e-04,0.0034,0.0037,0.0132
"[3.84,4.08)",1e-04,0.0025,0.0034,0.0116
"[4.08,4.32)",0,0.0017,0.0018,0.0103
"[4.32,4.56)",0,0.0021,0.0022,0.0095
"[4.56,4.8)",1e-04,0.001,0.0014,0.0083
"[4.8,5.04)",0,9e-04,9e-04,0.0089
"[5.04,5.28)",0,7e-04,3e-04,0.0072
"[5.28,5.52)",0,5e-04,2e-04,0.0056
"[5.52,5.76)",0,1e-04,1e-04,0.0053
"[5.76,6)",0,0,0,0.0046
