"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0348,-0.0152
"2","PM",0.1,0.0602,-0.0398
"3","PM",0.25,0.1422,-0.1078
"4","PM",0.75,0.7676,0.0176
"5","PM",0.9,0.9756,0.0756
"6","PM",0.95,0.9878,0.0378
"7","CB",0.05,0.0924,0.0424
"8","CB",0.1,0.1266,0.0266
"9","CB",0.25,0.2242,-0.0258
"10","CB",0.75,0.712,-0.038
"11","CB",0.9,0.9434,0.0434
"12","CB",0.95,0.9642,0.0142
"13","GR",0.05,0.0939999999999999,0.044
"14","GR",0.1,0.1332,0.0332
"15","GR",0.25,0.2356,-0.0144
"16","GR",0.75,0.687,-0.063
"17","GR",0.9,0.9476,0.0476
"18","GR",0.95,0.9706,0.0206
"19","ML",0.05,0.2034,0.1534
"20","ML",0.1,0.2514,0.1514
"21","ML",0.25,0.341,0.091
"22","ML",0.75,0.6254,-0.1246
"23","ML",0.9,0.8522,-0.0478
"24","ML",0.95,0.8872,-0.0628
