"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,0
"[-2.64,-2.4)",0,4e-04,0,4e-04
"[-2.4,-2.16)",4e-04,2e-04,6e-04,0.0012
"[-2.16,-1.92)",0.001,0.002,0.0034,0.0048
"[-1.92,-1.68)",0.0058,0.007,0.0064,0.0114
"[-1.68,-1.44)",0.012,0.0132,0.0176,0.0228
"[-1.44,-1.2)",0.0264,0.0306,0.0334,0.0374
"[-1.2,-0.96)",0.047,0.0526,0.058,0.0672
"[-0.96,-0.72)",0.1018,0.1046,0.1002,0.0976
"[-0.72,-0.48)",0.1462,0.1436,0.1318,0.1162
"[-0.48,-0.24)",0.1686,0.1632,0.1452,0.1288
"[-0.24,0)",0.1356,0.1278,0.12,0.1188
"[0,0.24)",0.0726,0.0696,0.0816,0.0842
"[0.24,0.48)",0.046,0.045,0.0516,0.0556
"[0.48,0.72)",0.0256,0.0254,0.0348,0.034
"[0.72,0.96)",0.0228,0.0218,0.0268,0.0252
"[0.96,1.2)",0.0246,0.024,0.0266,0.0276
"[1.2,1.44)",0.03,0.0264,0.0294,0.0306
"[1.44,1.68)",0.0416,0.0356,0.0358,0.0328
"[1.68,1.92)",0.0336,0.0374,0.0338,0.0332
"[1.92,2.16)",0.0288,0.0332,0.0272,0.0256
"[2.16,2.4)",0.0148,0.0174,0.0176,0.018
"[2.4,2.64)",0.0084,0.0098,0.0096,0.0122
"[2.64,2.88)",0.005,0.0058,0.006,0.0078
"[2.88,3.12)",0.001,0.0024,0.002,0.0044
"[3.12,3.36)",4e-04,8e-04,6e-04,0.0018
"[3.36,3.6)",0,2e-04,0,4e-04
"[3.6,3.84)",0,0,0,0
"[3.84,4.08)",0,0,0,0
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
