"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0394,-0.0106
"2","PM",0.1,0.0726,-0.0274
"3","PM",0.25,0.214,-0.036
"4","PM",0.75,0.7482,-0.0018
"5","PM",0.9,0.911,0.011
"6","PM",0.95,0.962,0.012
"7","CB",0.05,0.0482,-0.0018
"8","CB",0.1,0.0835999999999999,-0.0164
"9","CB",0.25,0.2304,-0.0196
"10","CB",0.75,0.7452,-0.0048
"11","CB",0.9,0.8956,-0.0044
"12","CB",0.95,0.9488,-0.0012
"13","GR",0.05,0.0544,0.0044
"14","GR",0.1,0.0983999999999999,-0.0016
"15","GR",0.25,0.2374,-0.0126
"16","GR",0.75,0.7314,-0.0186
"17","GR",0.9,0.906,0.006
"18","GR",0.95,0.953,0.003
"19","ML",0.05,0.0705999999999999,0.0206
"20","ML",0.1,0.1212,0.0212
"21","ML",0.25,0.2586,0.0086
"22","ML",0.75,0.7238,-0.0262
"23","ML",0.9,0.898,-0.002
"24","ML",0.95,0.9424,-0.0076
