"","var_true_theta"
"1",1.11591112095205
"2",0.776469332940365
"3",1.19045893330747
"4",1.1601955481536
"5",1.21044013640519
"6",0.908562312192606
"7",0.807799525135099
"8",1.02757445648483
"9",1.2730319163338
"10",1.5197276728448
"11",0.992693501246873
"12",1.32135503702997
"13",1.37737815770291
"14",0.878352442242655
"15",0.80218074973326
"16",0.993604258562568
"17",1.44364225280896
"18",1.01871647541735
"19",0.521599566441515
"20",1.44879674954502
"21",1.50538840699137
"22",0.637677580462982
"23",0.530832391417941
"24",1.00702330245486
"25",0.936746279044693
"26",1.27775032824423
"27",0.777409812836587
"28",1.13143385018482
"29",1.38844772080976
"30",1.20957411545244
"31",1.17880000595663
"32",1.02845064307588
"33",0.586435337569874
"34",0.623437970807476
"35",0.901105368135777
"36",0.84821225830093
"37",0.88421060564307
"38",0.734343309359593
"39",1.31911848280925
"40",0.712845965869237
"41",0.858105044048721
"42",0.750134541307265
"43",1.31363438410622
"44",0.714495615351546
"45",1.03315253923602
"46",1.13308253061697
"47",0.817838302839421
"48",0.908555431124601
"49",1.053023992593
"50",0.490249321860547
"51",1.22964574027431
"52",0.884121562192508
"53",0.603866439449246
"54",0.885626162568405
"55",1.19524449168765
"56",0.839574176069774
"57",1.20914102179549
"58",0.63332746476705
"59",0.920678415059999
"60",0.756102951848088
"61",0.676878465054156
"62",1.43274171159945
"63",1.12699924312854
"64",1.17165752105057
"65",1.19859916958773
"66",0.928182430423604
"67",0.705977588017368
"68",1.47180809623342
"69",0.797371688191307
"70",0.640444190879577
"71",0.460142392015412
"72",0.962833080818793
"73",0.574384068246726
"74",1.21753868955348
"75",0.949597100304665
"76",0.873542508747095
"77",0.891165966826505
"78",1.20503693767839
"79",0.993044787398135
"80",0.819901474588343
"81",1.26829616058944
"82",1.25079713406102
"83",0.666712358357533
"84",0.765147505927245
"85",0.976486599132027
"86",0.818377664811915
"87",1.26106133738305
"88",0.400394694151974
"89",0.935635947747117
"90",0.839747280658688
"91",0.887532070239309
"92",0.883829993573656
"93",1.29486397207626
"94",0.681717300538605
"95",0.633187710531712
"96",1.19331419144403
"97",0.658601714677557
"98",1.13781037924671
"99",0.645956983815973
"100",1.00224447280455
