"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,2e-04,0,2e-04
"[-5.28,-5.04)",2e-04,0,2e-04,0
"[-5.04,-4.8)",0,2e-04,0,2e-04
"[-4.8,-4.56)",2e-04,2e-04,2e-04,6e-04
"[-4.56,-4.32)",6e-04,6e-04,6e-04,4e-04
"[-4.32,-4.08)",6e-04,6e-04,6e-04,4e-04
"[-4.08,-3.84)",4e-04,2e-04,4e-04,2e-04
"[-3.84,-3.6)",2e-04,2e-04,2e-04,2e-04
"[-3.6,-3.36)",2e-04,4e-04,2e-04,4e-04
"[-3.36,-3.12)",2e-04,4e-04,2e-04,0.001
"[-3.12,-2.88)",0.0012,0.0012,0.0014,0.0016
"[-2.88,-2.64)",0.0014,0.0026,0.0016,0.0028
"[-2.64,-2.4)",0.0038,0.0028,0.0034,0.0024
"[-2.4,-2.16)",0.0026,0.0036,0.0036,0.0054
"[-2.16,-1.92)",0.0044,0.0086,0.01,0.0126
"[-1.92,-1.68)",0.016,0.0164,0.0166,0.0168
"[-1.68,-1.44)",0.0248,0.0262,0.0242,0.0266
"[-1.44,-1.2)",0.0302,0.0316,0.033,0.0358
"[-1.2,-0.96)",0.0418,0.045,0.046,0.0476
"[-0.96,-0.72)",0.0642,0.0616,0.0628,0.0624
"[-0.72,-0.48)",0.0782,0.0808,0.083,0.082
"[-0.48,-0.24)",0.1106,0.1054,0.1028,0.1014
"[-0.24,0)",0.125,0.119,0.1142,0.105
"[0,0.24)",0.1164,0.11,0.1092,0.102
"[0.24,0.48)",0.0998,0.0962,0.0982,0.0958
"[0.48,0.72)",0.0886,0.083,0.0806,0.0804
"[0.72,0.96)",0.0604,0.0628,0.065,0.062
"[0.96,1.2)",0.0428,0.046,0.046,0.0498
"[1.2,1.44)",0.0284,0.032,0.0324,0.034
"[1.44,1.68)",0.0208,0.0208,0.0226,0.0214
"[1.68,1.92)",0.0132,0.014,0.014,0.018
"[1.92,2.16)",0.0054,0.0088,0.0088,0.0092
"[2.16,2.4)",0.006,0.0044,0.006,0.0058
"[2.4,2.64)",0.0032,0.005,0.0034,0.0056
"[2.64,2.88)",0.0024,0.0028,0.0022,0.0026
"[2.88,3.12)",0.001,8e-04,0.0016,0.0016
"[3.12,3.36)",0.0012,0.0016,0.0012,0.0012
"[3.36,3.6)",8e-04,8e-04,0.001,0.001
"[3.6,3.84)",0.001,8e-04,8e-04,0.0012
"[3.84,4.08)",8e-04,0.0012,8e-04,0.001
"[4.08,4.32)",2e-04,2e-04,2e-04,4e-04
"[4.32,4.56)",2e-04,2e-04,2e-04,2e-04
"[4.56,4.8)",4e-04,2e-04,4e-04,2e-04
"[4.8,5.04)",0,4e-04,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
