"","quantity","estimator","value"
"1","mean","PM",0.00233465193336616
"2","mean","CB",0.00233465193336616
"3","mean","GR",0.00232022631930182
"4","mean","ML",0.00181055153473789
"5","var","PM",0.878696120957007
"6","var","CB",0.968245453953156
"7","var","GR",0.957609465660513
"8","var","ML",1.06833099242467
"9","var","true",0.965368965918168
"10","SSEL","PM",0.0955984071046395
"11","SSEL","CB",0.0979379872360499
"12","SSEL","GR",0.0991802556194497
"13","SSEL","ML",0.103859499991942
"14","WSSEL","PM",4.77992035523197
"15","WSSEL","CB",4.8968993618025
"16","WSSEL","GR",4.95901278097249
"17","WSSEL","ML",5.1929749995971
"18","ISEL","PM",0.00647672043190616
"19","ISEL","CB",0.00638348655401473
"20","ISEL","GR",0.00414728137203335
"21","ISEL","ML",0.00553513768604326
"22","SELrank","PM",0.0123915417147251
"23","SELrank","CB",0.0123915417147251
"24","SELrank","GR",0.0123913879277201
"25","SELrank","ML",0.0123898500576701
