"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0422,-0.0078
"2","PM",0.1,0.0953999999999999,-0.0046
"3","PM",0.25,0.2408,-0.0092
"4","PM",0.75,0.7562,0.0062
"5","PM",0.9,0.9062,0.0062
"6","PM",0.95,0.9564,0.0064
"7","CB",0.05,0.0512,0.0012
"8","CB",0.1,0.1064,0.0064
"9","CB",0.25,0.2508,8e-04
"10","CB",0.75,0.7454,-0.0046
"11","CB",0.9,0.8976,-0.0024
"12","CB",0.95,0.9478,-0.0022
"13","GR",0.05,0.049,-0.001
"14","GR",0.1,0.1066,0.0066
"15","GR",0.25,0.257,0.007
"16","GR",0.75,0.7422,-0.0078
"17","GR",0.9,0.8948,-0.0052
"18","GR",0.95,0.949,-0.001
"19","ML",0.05,0.0598,0.0098
"20","ML",0.1,0.118,0.018
"21","ML",0.25,0.2684,0.0184
"22","ML",0.75,0.7322,-0.0178
"23","ML",0.9,0.8842,-0.0158
"24","ML",0.95,0.9408,-0.0092
