"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0264,-0.0236
"2","PM",0.1,0.0532,-0.0468
"3","PM",0.25,0.1612,-0.0888
"4","PM",0.75,0.8396,0.0896
"5","PM",0.9,0.9468,0.0468
"6","PM",0.95,0.972399999999999,0.0224
"7","CB",0.05,0.0564,0.0064
"8","CB",0.1,0.0964,-0.0036
"9","CB",0.25,0.2232,-0.0268
"10","CB",0.75,0.7768,0.0268
"11","CB",0.9,0.9,0
"12","CB",0.95,0.9388,-0.0112
"13","GR",0.05,0.0584,0.0084
"14","GR",0.1,0.1008,8e-04
"15","GR",0.25,0.23,-0.02
"16","GR",0.75,0.7752,0.0252
"17","GR",0.9,0.9012,0.0012
"18","GR",0.95,0.9412,-0.0088
"19","ML",0.05,0.1396,0.0896
"20","ML",0.1,0.192,0.092
"21","ML",0.25,0.3288,0.0788
"22","ML",0.75,0.6808,-0.0692
"23","ML",0.9,0.8008,-0.0992
"24","ML",0.95,0.858000000000001,-0.092
