"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0454,-0.0046
"2","PM",0.1,0.0882,-0.0118
"3","PM",0.25,0.236,-0.014
"4","PM",0.75,0.7566,0.0066
"5","PM",0.9,0.905,0.005
"6","PM",0.95,0.949999999999999,0
"7","CB",0.05,0.0508,8e-04
"8","CB",0.1,0.0973999999999999,-0.0026
"9","CB",0.25,0.2442,-0.0058
"10","CB",0.75,0.7466,-0.0034
"11","CB",0.9,0.8958,-0.0042
"12","CB",0.95,0.943999999999999,-0.006
"13","GR",0.05,0.0528,0.0028
"14","GR",0.1,0.102,0.002
"15","GR",0.25,0.2508,8e-04
"16","GR",0.75,0.7418,-0.0082
"17","GR",0.9,0.8922,-0.0078
"18","GR",0.95,0.944799999999999,-0.0052
"19","ML",0.05,0.0598,0.0098
"20","ML",0.1,0.113,0.013
"21","ML",0.25,0.2658,0.0158
"22","ML",0.75,0.7278,-0.0222
"23","ML",0.9,0.8822,-0.0178
"24","ML",0.95,0.935999999999999,-0.014
