"","quantity","estimator","value"
"1","mean","PM",0.0165091493806154
"2","mean","CB",0.0165091493806154
"3","mean","GR",0.0165104969916119
"4","mean","ML",0.0165627499375605
"5","var","PM",0.95050950937381
"6","var","CB",1.04045076064523
"7","var","GR",1.02966608299057
"8","var","ML",1.1404203063711
"9","var","true",1.03790420454325
"10","SSEL","PM",0.0889577296516055
"11","SSEL","CB",0.0908372488528193
"12","SSEL","GR",0.0949983520261819
"13","SSEL","ML",0.098433598784252
"14","WSSEL","PM",4.44788648258028
"15","WSSEL","CB",4.54186244264096
"16","WSSEL","GR",4.74991760130909
"17","WSSEL","ML",4.9216799392126
"18","ISEL","PM",0.00535874506931433
"19","ISEL","CB",0.00493850741123523
"20","ISEL","GR",0.00362710177543658
"21","ISEL","ML",0.00540581293501776
"22","SELrank","PM",0.0114239138792772
"23","SELrank","CB",0.0114239138792772
"24","SELrank","GR",0.0114297577854671
"25","SELrank","ML",0.0114185313341023
