"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",2e-04,0,2e-04,0
"[-5.76,-5.52)",0,2e-04,0,2e-04
"[-5.52,-5.28)",2e-04,4e-04,2e-04,2e-04
"[-5.28,-5.04)",4e-04,0,4e-04,2e-04
"[-5.04,-4.8)",0,4e-04,0,4e-04
"[-4.8,-4.56)",4e-04,2e-04,4e-04,2e-04
"[-4.56,-4.32)",2e-04,0,2e-04,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,6e-04,0,6e-04
"[-3.84,-3.6)",8e-04,4e-04,8e-04,4e-04
"[-3.6,-3.36)",6e-04,6e-04,6e-04,8e-04
"[-3.36,-3.12)",8e-04,0.0012,8e-04,0.001
"[-3.12,-2.88)",8e-04,8e-04,0.0012,0.001
"[-2.88,-2.64)",0.0018,0.003,0.0022,0.0042
"[-2.64,-2.4)",0.004,0.0048,0.0048,0.0054
"[-2.4,-2.16)",0.0066,0.0072,0.006,0.0088
"[-2.16,-1.92)",0.0092,0.0102,0.0112,0.0112
"[-1.92,-1.68)",0.0126,0.0134,0.0132,0.0138
"[-1.68,-1.44)",0.0186,0.0192,0.0196,0.0224
"[-1.44,-1.2)",0.0246,0.0256,0.031,0.031
"[-1.2,-0.96)",0.0422,0.045,0.0448,0.0488
"[-0.96,-0.72)",0.0586,0.0632,0.0614,0.0642
"[-0.72,-0.48)",0.0856,0.0826,0.0828,0.0772
"[-0.48,-0.24)",0.1022,0.0982,0.1008,0.0956
"[-0.24,0)",0.1274,0.1196,0.1138,0.1106
"[0,0.24)",0.1232,0.12,0.1148,0.1076
"[0.24,0.48)",0.1028,0.0984,0.1008,0.0968
"[0.48,0.72)",0.0878,0.0862,0.0816,0.0776
"[0.72,0.96)",0.0584,0.0582,0.063,0.0642
"[0.96,1.2)",0.0432,0.0438,0.044,0.047
"[1.2,1.44)",0.0268,0.028,0.0304,0.0308
"[1.44,1.68)",0.0176,0.0222,0.023,0.0244
"[1.68,1.92)",0.0144,0.0136,0.0146,0.0162
"[1.92,2.16)",0.0078,0.0094,0.0098,0.012
"[2.16,2.4)",0.0064,0.0064,0.0072,0.0074
"[2.4,2.64)",0.0034,0.0052,0.0042,0.005
"[2.64,2.88)",0.0042,0.0036,0.0034,0.0036
"[2.88,3.12)",0.0018,0.0026,0.0022,0.0034
"[3.12,3.36)",0.0012,0.0016,0.0014,0.0018
"[3.36,3.6)",4e-04,8e-04,4e-04,8e-04
"[3.6,3.84)",8e-04,8e-04,8e-04,0.001
"[3.84,4.08)",4e-04,6e-04,4e-04,4e-04
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",2e-04,2e-04,2e-04,2e-04
"[4.8,5.04)",4e-04,2e-04,4e-04,2e-04
"[5.04,5.28)",0,2e-04,0,2e-04
"[5.28,5.52)",2e-04,0,2e-04,0
"[5.52,5.76)",2e-04,2e-04,2e-04,2e-04
"[5.76,6)",2e-04,2e-04,2e-04,2e-04
