"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",4e-04,0,4e-04,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,4e-04,0,8e-04
"[-4.08,-3.84)",4e-04,4e-04,4e-04,4e-04
"[-3.84,-3.6)",4e-04,4e-04,4e-04,0.0016
"[-3.6,-3.36)",4e-04,0.0016,4e-04,0
"[-3.36,-3.12)",0.0016,4e-04,0.002,0.002
"[-3.12,-2.88)",4e-04,0.002,4e-04,0.0048
"[-2.88,-2.64)",8e-04,0.0028,0.0024,0.0036
"[-2.64,-2.4)",0.0044,0.0052,0.004,0.006
"[-2.4,-2.16)",0.0052,0.0048,0.0072,0.008
"[-2.16,-1.92)",0.0048,0.0088,0.0064,0.0132
"[-1.92,-1.68)",0.008,0.014,0.0192,0.0256
"[-1.68,-1.44)",0.0168,0.022,0.02,0.026
"[-1.44,-1.2)",0.0248,0.03,0.0356,0.0384
"[-1.2,-0.96)",0.0364,0.046,0.044,0.0524
"[-0.96,-0.72)",0.0616,0.0664,0.064,0.0616
"[-0.72,-0.48)",0.0892,0.086,0.0848,0.078
"[-0.48,-0.24)",0.1164,0.1016,0.104,0.0932
"[-0.24,0)",0.1352,0.1096,0.1132,0.086
"[0,0.24)",0.1412,0.1192,0.1136,0.0992
"[0.24,0.48)",0.1172,0.1052,0.1,0.0876
"[0.48,0.72)",0.076,0.0784,0.0784,0.0736
"[0.72,0.96)",0.0528,0.0556,0.062,0.062
"[0.96,1.2)",0.0404,0.0448,0.0464,0.0464
"[1.2,1.44)",0.0232,0.0344,0.0296,0.0404
"[1.44,1.68)",0.0132,0.0192,0.0208,0.024
"[1.68,1.92)",0.0124,0.014,0.0156,0.0224
"[1.92,2.16)",0.0068,0.0092,0.0088,0.0136
"[2.16,2.4)",0.0024,0.0064,0.0072,0.0112
"[2.4,2.64)",0.0024,0.0028,0.0036,0.0056
"[2.64,2.88)",8e-04,0.0028,4e-04,0.0024
"[2.88,3.12)",4e-04,0.0012,0.0012,0.0028
"[3.12,3.36)",4e-04,4e-04,4e-04,0.0016
"[3.36,3.6)",0.0016,0,0.0016,8e-04
"[3.6,3.84)",0,0.0012,0,4e-04
"[3.84,4.08)",4e-04,8e-04,4e-04,0.0012
"[4.08,4.32)",4e-04,4e-04,4e-04,8e-04
"[4.32,4.56)",0,0,0,4e-04
"[4.56,4.8)",0,4e-04,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,4e-04
"[5.28,5.52)",0,4e-04,0,0
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,0
