"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.062,0.012
"2","PM",0.1,0.1116,0.0116
"3","PM",0.25,0.2564,0.0064
"4","PM",0.75,0.7104,-0.0396
"5","PM",0.9,0.9436,0.0436
"6","PM",0.95,0.9616,0.0116
"7","CB",0.05,0.0800000000000001,0.03
"8","CB",0.1,0.124,0.024
"9","CB",0.25,0.2736,0.0236
"10","CB",0.75,0.7036,-0.0464
"11","CB",0.9,0.936400000000001,0.0364
"12","CB",0.95,0.958,0.008
"13","GR",0.05,0.0828,0.0328
"14","GR",0.1,0.1348,0.0348
"15","GR",0.25,0.2588,0.0088
"16","GR",0.75,0.6988,-0.0512
"17","GR",0.9,0.9388,0.0388
"18","GR",0.95,0.9616,0.0116
"19","ML",0.05,0.0972,0.0472
"20","ML",0.1,0.1484,0.0484
"21","ML",0.25,0.2928,0.0428
"22","ML",0.75,0.692000000000001,-0.058
"23","ML",0.9,0.929600000000001,0.0296
"24","ML",0.95,0.9556,0.0056
