"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.042,-0.008
"2","PM",0.1,0.084,-0.016
"3","PM",0.25,0.2276,-0.0224
"4","PM",0.75,0.7208,-0.0292
"5","PM",0.9,0.9532,0.0532
"6","PM",0.95,0.9748,0.0248
"7","CB",0.05,0.0824,0.0324
"8","CB",0.1,0.1408,0.0408
"9","CB",0.25,0.2804,0.0304
"10","CB",0.75,0.6964,-0.0536
"11","CB",0.9,0.9356,0.0356
"12","CB",0.95,0.9572,0.0072
"13","GR",0.05,0.0864,0.0364
"14","GR",0.1,0.1388,0.0388
"15","GR",0.25,0.2744,0.0244
"16","GR",0.75,0.6852,-0.0648
"17","GR",0.9,0.9368,0.0368
"18","GR",0.95,0.9664,0.0164
"19","ML",0.05,0.144,0.094
"20","ML",0.1,0.1972,0.0972
"21","ML",0.25,0.3068,0.0568
"22","ML",0.75,0.6596,-0.0904
"23","ML",0.9,0.9064,0.0064
"24","ML",0.95,0.9388,-0.0112
