"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,8e-04
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,8e-04
"[-4.08,-3.84)",0,0,0,0.0012
"[-3.84,-3.6)",0,0,0,8e-04
"[-3.6,-3.36)",0,0,0,0.0036
"[-3.36,-3.12)",0,0,0,0.0036
"[-3.12,-2.88)",0,0,0,0.0024
"[-2.88,-2.64)",0,0,4e-04,0.0036
"[-2.64,-2.4)",0,4e-04,4e-04,0.0052
"[-2.4,-2.16)",4e-04,0.0012,0.0016,0.008
"[-2.16,-1.92)",4e-04,0.0024,0.0028,0.0148
"[-1.92,-1.68)",0.0012,0.0044,0.0068,0.0148
"[-1.68,-1.44)",0.0064,0.0132,0.0184,0.0276
"[-1.44,-1.2)",0.0132,0.0308,0.0276,0.046
"[-1.2,-0.96)",0.0356,0.0612,0.0604,0.0592
"[-0.96,-0.72)",0.0844,0.0952,0.094,0.086
"[-0.72,-0.48)",0.1452,0.1408,0.122,0.094
"[-0.48,-0.24)",0.1632,0.1248,0.1284,0.088
"[-0.24,0)",0.1304,0.1108,0.1084,0.0952
"[0,0.24)",0.1064,0.084,0.09,0.07
"[0.24,0.48)",0.0732,0.0692,0.0652,0.058
"[0.48,0.72)",0.0524,0.0472,0.0484,0.052
"[0.72,0.96)",0.0296,0.036,0.034,0.0432
"[0.96,1.2)",0.034,0.0272,0.0372,0.0296
"[1.2,1.44)",0.0296,0.026,0.0324,0.0332
"[1.44,1.68)",0.0264,0.0276,0.0276,0.03
"[1.68,1.92)",0.0264,0.0212,0.028,0.0268
"[1.92,2.16)",0.0144,0.0252,0.0236,0.0276
"[2.16,2.4)",0.0144,0.0204,0.02,0.018
"[2.4,2.64)",0.0072,0.0136,0.0108,0.0204
"[2.64,2.88)",0.0028,0.0064,0.0076,0.01
"[2.88,3.12)",0.0024,0.0064,0.0016,0.0032
"[3.12,3.36)",4e-04,0.002,0.0024,0.0076
"[3.36,3.6)",0,0.0016,0,0.0044
"[3.6,3.84)",0,8e-04,0,0.0028
"[3.84,4.08)",0,0,0,0.0024
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,0.0012
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,0,0,0.0012
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
