"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0172,-0.0328
"2","PM",0.1,0.0436,-0.0564
"3","PM",0.25,0.1588,-0.0912
"4","PM",0.75,0.73,-0.02
"5","PM",0.9,0.9332,0.0332
"6","PM",0.95,0.9668,0.0168
"7","CB",0.05,0.046,-0.004
"8","CB",0.1,0.092,-0.008
"9","CB",0.25,0.2288,-0.0212
"10","CB",0.75,0.7112,-0.0388
"11","CB",0.9,0.9044,0.0044
"12","CB",0.95,0.9376,-0.0124
"13","GR",0.05,0.0536,0.0036
"14","GR",0.1,0.0979999999999999,-0.002
"15","GR",0.25,0.2308,-0.0192
"16","GR",0.75,0.702,-0.048
"17","GR",0.9,0.9076,0.0076
"18","GR",0.95,0.9488,-0.0012
"19","ML",0.05,0.1264,0.0764
"20","ML",0.1,0.17,0.07
"21","ML",0.25,0.292,0.042
"22","ML",0.75,0.66,-0.09
"23","ML",0.9,0.874,-0.026
"24","ML",0.95,0.914,-0.036
