"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,2e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,2e-04,0,0
"[-4.32,-4.08)",0,0,0,2e-04
"[-4.08,-3.84)",0,0,0,6e-04
"[-3.84,-3.6)",0,0,2e-04,0.0014
"[-3.6,-3.36)",2e-04,0,0,0.0018
"[-3.36,-3.12)",0,2e-04,0,0.003
"[-3.12,-2.88)",0,2e-04,8e-04,0.0036
"[-2.88,-2.64)",0,0.0012,0.0014,0.0114
"[-2.64,-2.4)",2e-04,0.0026,0.005,0.0118
"[-2.4,-2.16)",2e-04,0.0058,0.0072,0.0204
"[-2.16,-1.92)",0.0014,0.0092,0.0106,0.0222
"[-1.92,-1.68)",0.0058,0.0154,0.0166,0.035
"[-1.68,-1.44)",0.009,0.0228,0.0248,0.0384
"[-1.44,-1.2)",0.018,0.0402,0.0344,0.0464
"[-1.2,-0.96)",0.032,0.0538,0.0484,0.0544
"[-0.96,-0.72)",0.065,0.0698,0.066,0.0692
"[-0.72,-0.48)",0.0968,0.0934,0.0812,0.0652
"[-0.48,-0.24)",0.1386,0.1068,0.104,0.0726
"[-0.24,0)",0.1742,0.1056,0.1162,0.0644
"[0,0.24)",0.1338,0.0976,0.1078,0.0658
"[0.24,0.48)",0.109,0.0896,0.092,0.0624
"[0.48,0.72)",0.079,0.0752,0.075,0.0608
"[0.72,0.96)",0.0522,0.0596,0.0582,0.053
"[0.96,1.2)",0.0272,0.0456,0.0436,0.0454
"[1.2,1.44)",0.025,0.0288,0.0342,0.0394
"[1.44,1.68)",0.0126,0.0234,0.0232,0.0328
"[1.68,1.92)",0.008,0.0168,0.016,0.0274
"[1.92,2.16)",0.0058,0.0112,0.013,0.0186
"[2.16,2.4)",0.0024,0.0086,0.0062,0.0182
"[2.4,2.64)",0.001,0.007,0.0066,0.0162
"[2.64,2.88)",0.001,0.0036,0.003,0.0098
"[2.88,3.12)",6e-04,0.0018,0.0022,0.0062
"[3.12,3.36)",6e-04,0.0016,0.001,0.006
"[3.36,3.6)",2e-04,2e-04,6e-04,0.0054
"[3.6,3.84)",2e-04,0.0012,6e-04,0.0024
"[3.84,4.08)",0,2e-04,0,0.003
"[4.08,4.32)",0,4e-04,0,0.0016
"[4.32,4.56)",0,4e-04,0,4e-04
"[4.56,4.8)",0,0,0,0.0014
"[4.8,5.04)",0,0,0,6e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,6e-04
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,2e-04
