"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0502,2e-04
"2","PM",0.1,0.0936,-0.0064
"3","PM",0.25,0.2297,-0.0203
"4","PM",0.75,0.742,-0.008
"5","PM",0.9,0.919,0.019
"6","PM",0.95,0.9582,0.0082
"7","CB",0.05,0.0604,0.0104
"8","CB",0.1,0.1078,0.0078
"9","CB",0.25,0.2472,-0.0028
"10","CB",0.75,0.7377,-0.0123
"11","CB",0.9,0.9097,0.0097
"12","CB",0.95,0.9505,5e-04
"13","GR",0.05,0.0698,0.0198
"14","GR",0.1,0.1183,0.0183
"15","GR",0.25,0.2508,8e-04
"16","GR",0.75,0.723,-0.027
"17","GR",0.9,0.9168,0.0168
"18","GR",0.95,0.9538,0.0038
"19","ML",0.05,0.0733,0.0233
"20","ML",0.1,0.1274,0.0274
"21","ML",0.25,0.2688,0.0188
"22","ML",0.75,0.7291,-0.0209
"23","ML",0.9,0.8993,-7e-04
"24","ML",0.95,0.943,-0.007
