"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.028,-0.022
"2","PM",0.1,0.0648,-0.0352
"3","PM",0.25,0.1884,-0.0616
"4","PM",0.75,0.7864,0.0364
"5","PM",0.9,0.9348,0.0348
"6","PM",0.95,0.9716,0.0216
"7","CB",0.05,0.048,-0.002
"8","CB",0.1,0.0896,-0.0104
"9","CB",0.25,0.224,-0.026
"10","CB",0.75,0.7504,4e-04
"11","CB",0.9,0.9036,0.0036
"12","CB",0.95,0.9536,0.0036
"13","GR",0.05,0.0468,-0.0032
"14","GR",0.1,0.0896,-0.0104
"15","GR",0.25,0.2252,-0.0248
"16","GR",0.75,0.752,0.002
"17","GR",0.9,0.9048,0.0048
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.0724000000000001,0.0224
"20","ML",0.1,0.1252,0.0252
"21","ML",0.25,0.2576,0.0076
"22","ML",0.75,0.7108,-0.0392
"23","ML",0.9,0.8604,-0.0396
"24","ML",0.95,0.9244,-0.0256
