"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0454,-0.0046
"2","PM",0.1,0.0982,-0.0018
"3","PM",0.25,0.2425,-0.0075
"4","PM",0.75,0.7567,0.0067
"5","PM",0.9,0.9074,0.0074
"6","PM",0.95,0.9534,0.0034
"7","CB",0.05,0.0521,0.0021
"8","CB",0.1,0.1084,0.0084
"9","CB",0.25,0.2541,0.0041
"10","CB",0.75,0.7451,-0.0049
"11","CB",0.9,0.8978,-0.0022
"12","CB",0.95,0.9465,-0.0035
"13","GR",0.05,0.0531,0.0031
"14","GR",0.1,0.1081,0.0081
"15","GR",0.25,0.2617,0.0117
"16","GR",0.75,0.7411,-0.0089
"17","GR",0.9,0.8937,-0.0063
"18","GR",0.95,0.9471,-0.0029
"19","ML",0.05,0.0587,0.0087
"20","ML",0.1,0.1176,0.0176
"21","ML",0.25,0.2647,0.0147
"22","ML",0.75,0.7361,-0.0139
"23","ML",0.9,0.8874,-0.0126
"24","ML",0.95,0.9397,-0.0103
