"","quantity","estimator","value"
"1","mean","PM",-0.000405808157740327
"2","mean","CB",-0.000405808157740326
"3","mean","GR",-0.000401257170287055
"4","mean","ML",-0.000564991853446218
"5","var","PM",0.915598300346432
"6","var","CB",1.00637186183249
"7","var","GR",1.00038847208293
"8","var","ML",1.10648706628064
"9","var","true",0.993783298352516
"10","SSEL","PM",0.0906247116622165
"11","SSEL","CB",0.0931916751863504
"12","SSEL","GR",0.09876472832958
"13","SSEL","ML",0.100623809337658
"14","WSSEL","PM",9.06247116622165
"15","WSSEL","CB",9.31916751863504
"16","WSSEL","GR",9.876472832958
"17","WSSEL","ML",10.0623809337658
"18","ISEL","PM",0.00258788389667254
"19","ISEL","CB",0.00250138360918607
"20","ISEL","GR",0.00201784238983322
"21","ISEL","ML",0.00301826878171115
"22","SELrank","PM",0.0118123125183806
"23","SELrank","CB",0.0118123125183806
"24","SELrank","GR",0.0118124105479855
"25","SELrank","ML",0.0118056465052446
