"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,1e-04,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",1e-04,0,1e-04,2e-04
"[-5.28,-5.04)",0,3e-04,0,2e-04
"[-5.04,-4.8)",3e-04,1e-04,3e-04,1e-04
"[-4.8,-4.56)",2e-04,2e-04,2e-04,4e-04
"[-4.56,-4.32)",4e-04,3e-04,4e-04,0
"[-4.32,-4.08)",0,1e-04,0,2e-04
"[-4.08,-3.84)",2e-04,3e-04,3e-04,4e-04
"[-3.84,-3.6)",3e-04,3e-04,1e-04,4e-04
"[-3.6,-3.36)",2e-04,7e-04,5e-04,7e-04
"[-3.36,-3.12)",8e-04,9e-04,9e-04,0.0023
"[-3.12,-2.88)",0.0022,0.003,0.0027,0.0028
"[-2.88,-2.64)",0.0029,0.0033,0.0026,0.0034
"[-2.64,-2.4)",0.0038,0.004,0.0044,0.0054
"[-2.4,-2.16)",0.0054,0.0064,0.0061,0.006
"[-2.16,-1.92)",0.0076,0.008,0.0099,0.0104
"[-1.92,-1.68)",0.0123,0.0148,0.0146,0.0147
"[-1.68,-1.44)",0.0195,0.0211,0.0219,0.0247
"[-1.44,-1.2)",0.0324,0.0343,0.0332,0.0363
"[-1.2,-0.96)",0.0429,0.0424,0.0471,0.0419
"[-0.96,-0.72)",0.059,0.0603,0.0637,0.0598
"[-0.72,-0.48)",0.0863,0.0869,0.0836,0.0886
"[-0.48,-0.24)",0.1081,0.1015,0.1002,0.096
"[-0.24,0)",0.114,0.1093,0.1092,0.1037
"[0,0.24)",0.1239,0.1179,0.1089,0.1108
"[0.24,0.48)",0.1028,0.0994,0.1004,0.0981
"[0.48,0.72)",0.086,0.0826,0.0826,0.0798
"[0.72,0.96)",0.0606,0.0626,0.0633,0.0628
"[0.96,1.2)",0.0423,0.046,0.0459,0.0472
"[1.2,1.44)",0.0276,0.0299,0.0317,0.0316
"[1.44,1.68)",0.0196,0.0204,0.0215,0.021
"[1.68,1.92)",0.0126,0.0122,0.0148,0.0148
"[1.92,2.16)",0.0089,0.0103,0.0094,0.0118
"[2.16,2.4)",0.0053,0.0067,0.0071,0.0074
"[2.4,2.64)",0.0029,0.0032,0.0029,0.0042
"[2.64,2.88)",0.0029,0.0028,0.0034,0.003
"[2.88,3.12)",0.0017,0.0021,0.0018,0.0027
"[3.12,3.36)",0.0011,0.0018,0.0014,0.0018
"[3.36,3.6)",7e-04,8e-04,6e-04,0.0011
"[3.6,3.84)",6e-04,9e-04,7e-04,8e-04
"[3.84,4.08)",3e-04,2e-04,3e-04,7e-04
"[4.08,4.32)",2e-04,5e-04,2e-04,2e-04
"[4.32,4.56)",1e-04,1e-04,1e-04,4e-04
"[4.56,4.8)",1e-04,0,1e-04,1e-04
"[4.8,5.04)",1e-04,0,3e-04,0
"[5.04,5.28)",3e-04,4e-04,0,0
"[5.28,5.52)",1e-04,1e-04,2e-04,5e-04
"[5.52,5.76)",2e-04,1e-04,2e-04,0
"[5.76,6)",0,2e-04,0,1e-04
