"","quantity","estimator","value"
"1","mean","PM",-0.0277208106736992
"2","mean","CB",-0.0277208106736991
"3","mean","GR",-0.0272510453089786
"4","mean","ML",-0.0309347831491427
"5","var","PM",0.571998793375827
"6","var","CB",1.1172920666707
"7","var","GR",1.04944321719996
"8","var","ML",2.60932132484901
"9","var","true",1.01557502042594
"10","SSEL","PM",0.569234869088998
"11","SSEL","CB",0.669311539348941
"12","SSEL","GR",0.682050511419977
"13","SSEL","ML",1.58430830608517
"14","WSSEL","PM",14.230871727225
"15","WSSEL","CB",16.7327884837235
"16","WSSEL","GR",17.0512627854994
"17","WSSEL","ML",39.6077076521294
"18","ISEL","PM",0.0639542371991222
"19","ISEL","CB",0.0449571773370367
"20","ISEL","GR",0.0418412908989727
"21","ISEL","ML",0.0770867417356543
"22","SELrank","PM",0.0566402366863905
"23","SELrank","CB",0.0566402366863905
"24","SELrank","GR",0.0566804733727811
"25","SELrank","ML",0.0627254437869822
