"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.044,-0.006
"2","PM",0.1,0.0888000000000001,-0.0112
"3","PM",0.25,0.2364,-0.0136
"4","PM",0.75,0.776,0.026
"5","PM",0.9,0.908,0.008
"6","PM",0.95,0.955199999999999,0.0052
"7","CB",0.05,0.0544,0.0044
"8","CB",0.1,0.1084,0.0084
"9","CB",0.25,0.2544,0.0044
"10","CB",0.75,0.7564,0.0064
"11","CB",0.9,0.8892,-0.0108
"12","CB",0.95,0.9424,-0.0076
"13","GR",0.05,0.0512,0.0012
"14","GR",0.1,0.106,0.006
"15","GR",0.25,0.2592,0.0092
"16","GR",0.75,0.7524,0.0024
"17","GR",0.9,0.892800000000001,-0.0072
"18","GR",0.95,0.9444,-0.0056
"19","ML",0.05,0.068,0.018
"20","ML",0.1,0.124,0.024
"21","ML",0.25,0.2752,0.0252
"22","ML",0.75,0.7324,-0.0176
"23","ML",0.9,0.8672,-0.0328
"24","ML",0.95,0.9284,-0.0216
