"","quantity","estimator","value"
"1","mean","PM",-0.00917188620696075
"2","mean","CB",-0.00917188620696075
"3","mean","GR",-0.00938454480414691
"4","mean","ML",-0.000796064009595327
"5","var","PM",0.90404258493217
"6","var","CB",1.06158777705029
"7","var","GR",1.03511675117859
"8","var","ML",1.28906225579475
"9","var","true",1.015900261293
"10","SSEL","PM",0.162183357243656
"11","SSEL","CB",0.170781154515208
"12","SSEL","GR",0.180256911448311
"13","SSEL","ML",0.246838153998649
"14","WSSEL","PM",4.0545839310914
"15","WSSEL","CB",4.26952886288019
"16","WSSEL","GR",4.50642278620778
"17","WSSEL","ML",6.17095384996623
"18","ISEL","PM",0.0128520488061977
"19","ISEL","CB",0.0121321893722506
"20","ISEL","GR",0.00911127109696613
"21","ISEL","ML",0.0146631989341906
"22","SELrank","PM",0.0174591715976331
"23","SELrank","CB",0.0174591715976331
"24","SELrank","GR",0.017207100591716
"25","SELrank","ML",0.0189349112426036
