"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,4e-04,0,4e-04
"[-5.04,-4.8)",4e-04,4e-04,4e-04,8e-04
"[-4.8,-4.56)",4e-04,4e-04,4e-04,0
"[-4.56,-4.32)",4e-04,4e-04,4e-04,0
"[-4.32,-4.08)",4e-04,0,4e-04,8e-04
"[-4.08,-3.84)",0,4e-04,0,8e-04
"[-3.84,-3.6)",4e-04,0,4e-04,8e-04
"[-3.6,-3.36)",0,8e-04,0,0
"[-3.36,-3.12)",0.0012,8e-04,0.0012,0.0016
"[-3.12,-2.88)",4e-04,8e-04,0.0012,0.002
"[-2.88,-2.64)",0.002,0.0032,0.002,0.004
"[-2.64,-2.4)",0.0032,0.0024,0.0032,0.0064
"[-2.4,-2.16)",0.0044,0.0084,0.0064,0.0084
"[-2.16,-1.92)",0.0108,0.0108,0.0096,0.0136
"[-1.92,-1.68)",0.0096,0.0128,0.0124,0.0192
"[-1.68,-1.44)",0.0192,0.022,0.0228,0.0212
"[-1.44,-1.2)",0.0232,0.03,0.0344,0.0328
"[-1.2,-0.96)",0.036,0.0336,0.0432,0.0504
"[-0.96,-0.72)",0.0612,0.0652,0.0624,0.0652
"[-0.72,-0.48)",0.0944,0.0944,0.0912,0.0836
"[-0.48,-0.24)",0.1196,0.1092,0.1092,0.0932
"[-0.24,0)",0.126,0.1156,0.1104,0.0976
"[0,0.24)",0.1156,0.1028,0.1012,0.0964
"[0.24,0.48)",0.1112,0.104,0.1004,0.098
"[0.48,0.72)",0.086,0.0796,0.0856,0.0796
"[0.72,0.96)",0.0616,0.0692,0.0644,0.0672
"[0.96,1.2)",0.0396,0.046,0.048,0.0444
"[1.2,1.44)",0.0268,0.0304,0.0312,0.0376
"[1.44,1.68)",0.0156,0.0172,0.0192,0.0252
"[1.68,1.92)",0.01,0.012,0.014,0.0144
"[1.92,2.16)",0.0056,0.0084,0.0068,0.0088
"[2.16,2.4)",0.0016,0.004,0.0048,0.0048
"[2.4,2.64)",0.0052,0.0048,0.004,0.0088
"[2.64,2.88)",0.0016,0.002,0.0024,0.0032
"[2.88,3.12)",0.002,0.0012,0.002,0.0028
"[3.12,3.36)",8e-04,0.002,8e-04,0.0016
"[3.36,3.6)",8e-04,8e-04,8e-04,8e-04
"[3.6,3.84)",4e-04,8e-04,4e-04,4e-04
"[3.84,4.08)",8e-04,8e-04,8e-04,0.0012
"[4.08,4.32)",8e-04,8e-04,8e-04,0.0012
"[4.32,4.56)",0,4e-04,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",4e-04,0,4e-04,0
"[5.76,6)",0,4e-04,0,4e-04
