"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.02,-0.03
"2","PM",0.1,0.0496,-0.0504
"3","PM",0.25,0.1726,-0.0774
"4","PM",0.75,0.8192,0.0692
"5","PM",0.9,0.9506,0.0506
"6","PM",0.95,0.9828,0.0328
"7","CB",0.05,0.0534,0.0034
"8","CB",0.1,0.1064,0.0064
"9","CB",0.25,0.2524,0.0024
"10","CB",0.75,0.733,-0.017
"11","CB",0.9,0.8924,-0.0076
"12","CB",0.95,0.9488,-0.0012
"13","GR",0.05,0.054,0.004
"14","GR",0.1,0.1066,0.0066
"15","GR",0.25,0.25,0
"16","GR",0.75,0.7468,-0.0032
"17","GR",0.9,0.891599999999999,-0.0084
"18","GR",0.95,0.945,-0.005
"19","ML",0.05,0.1258,0.0758
"20","ML",0.1,0.1964,0.0964
"21","ML",0.25,0.3396,0.0896
"22","ML",0.75,0.6584,-0.0916
"23","ML",0.9,0.7974,-0.1026
"24","ML",0.95,0.8762,-0.0738
