"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,0,2e-04
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",0,2e-04,0,0
"[-5.04,-4.8)",2e-04,2e-04,2e-04,2e-04
"[-4.8,-4.56)",2e-04,2e-04,2e-04,4e-04
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",2e-04,2e-04,2e-04,0.001
"[-4.08,-3.84)",0,0,2e-04,0.0014
"[-3.84,-3.6)",4e-04,2e-04,2e-04,0.002
"[-3.6,-3.36)",0,4e-04,2e-04,0.0036
"[-3.36,-3.12)",2e-04,8e-04,4e-04,0.006
"[-3.12,-2.88)",0,0.002,0.0018,0.008
"[-2.88,-2.64)",6e-04,0.002,0.0028,0.0092
"[-2.64,-2.4)",8e-04,0.004,0.0038,0.0102
"[-2.4,-2.16)",0.0018,0.008,0.0086,0.0192
"[-2.16,-1.92)",0.0034,0.0104,0.0088,0.0188
"[-1.92,-1.68)",0.0068,0.012,0.0162,0.0276
"[-1.68,-1.44)",0.011,0.022,0.0236,0.0346
"[-1.44,-1.2)",0.0172,0.0332,0.0316,0.0438
"[-1.2,-0.96)",0.03,0.0468,0.0436,0.0484
"[-0.96,-0.72)",0.0512,0.0622,0.06,0.0558
"[-0.72,-0.48)",0.0796,0.0832,0.0762,0.068
"[-0.48,-0.24)",0.1348,0.1006,0.1042,0.0664
"[-0.24,0)",0.1636,0.1116,0.1188,0.0712
"[0,0.24)",0.16,0.1072,0.1162,0.0714
"[0.24,0.48)",0.124,0.0952,0.0998,0.0648
"[0.48,0.72)",0.0858,0.0854,0.0782,0.0642
"[0.72,0.96)",0.0544,0.0668,0.059,0.0598
"[0.96,1.2)",0.0328,0.0472,0.0448,0.0502
"[1.2,1.44)",0.0176,0.035,0.0328,0.0466
"[1.44,1.68)",0.011,0.023,0.0232,0.0378
"[1.68,1.92)",0.0054,0.0164,0.0158,0.0288
"[1.92,2.16)",0.0026,0.0084,0.0098,0.0226
"[2.16,2.4)",0.0012,0.0048,0.007,0.0164
"[2.4,2.64)",0.001,0.0036,0.0058,0.013
"[2.64,2.88)",8e-04,0.002,0.0028,0.007
"[2.88,3.12)",4e-04,0.0014,0.0014,0.0066
"[3.12,3.36)",6e-04,8e-04,0.001,0.0038
"[3.36,3.6)",2e-04,2e-04,2e-04,0.0024
"[3.6,3.84)",0,0.001,4e-04,0.0018
"[3.84,4.08)",0,2e-04,0,0.0014
"[4.08,4.32)",0,2e-04,0,0.0018
"[4.32,4.56)",2e-04,4e-04,2e-04,2e-04
"[4.56,4.8)",0,0,0,4e-04
"[4.8,5.04)",0,0,0,6e-04
"[5.04,5.28)",0,0,0,2e-04
"[5.28,5.52)",0,2e-04,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,2e-04
