"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0608,0.0108
"2","PM",0.1,0.1172,0.0172
"3","PM",0.25,0.2564,0.0064
"4","PM",0.75,0.7232,-0.0268
"5","PM",0.9,0.954,0.054
"6","PM",0.95,0.974799999999999,0.0248
"7","CB",0.05,0.0836,0.0336
"8","CB",0.1,0.14,0.04
"9","CB",0.25,0.28,0.03
"10","CB",0.75,0.7084,-0.0416
"11","CB",0.9,0.9424,0.0424
"12","CB",0.95,0.965199999999999,0.0152
"13","GR",0.05,0.0896,0.0396
"14","GR",0.1,0.1436,0.0436
"15","GR",0.25,0.272,0.022
"16","GR",0.75,0.7044,-0.0456
"17","GR",0.9,0.9468,0.0468
"18","GR",0.95,0.971599999999999,0.0216
"19","ML",0.05,0.1124,0.0624
"20","ML",0.1,0.1772,0.0772
"21","ML",0.25,0.3116,0.0616
"22","ML",0.75,0.6876,-0.0624
"23","ML",0.9,0.9292,0.0292
"24","ML",0.95,0.9564,0.0064
