"","quantity","estimator","value"
"1","mean","PM",-0.0481619317025403
"2","mean","CB",-0.0481619317025403
"3","mean","GR",-0.0474350798099429
"4","mean","ML",-0.0537892575904468
"5","var","PM",0.82047852507353
"6","var","CB",0.973945620194868
"7","var","GR",0.943642913711598
"8","var","ML",1.20171569795693
"9","var","true",0.958799632679241
"10","SSEL","PM",0.145709369479566
"11","SSEL","CB",0.151455334552289
"12","SSEL","GR",0.163797283872997
"13","SSEL","ML",0.220859321195155
"14","WSSEL","PM",3.64273423698914
"15","WSSEL","CB",3.78638336380723
"16","WSSEL","GR",4.09493209682494
"17","WSSEL","ML",5.52148302987886
"18","ISEL","PM",0.0140676472300719
"19","ISEL","CB",0.0124889317645164
"20","ISEL","GR",0.0101595775604699
"21","ISEL","ML",0.014890024021174
"22","SELrank","PM",0.0165455621301775
"23","SELrank","CB",0.0165455621301775
"24","SELrank","GR",0.016403550295858
"25","SELrank","ML",0.0188615384615385
