"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.043,-0.007
"2","PM",0.1,0.0849,-0.0151
"3","PM",0.25,0.2347,-0.0153
"4","PM",0.75,0.7637,0.0137
"5","PM",0.9,0.908500000000001,0.0085
"6","PM",0.95,0.9556,0.0056
"7","CB",0.05,0.0497,-3e-04
"8","CB",0.1,0.0949,-0.0051
"9","CB",0.25,0.2449,-0.0051
"10","CB",0.75,0.7516,0.0016
"11","CB",0.9,0.8968,-0.0032
"12","CB",0.95,0.9478,-0.0022
"13","GR",0.05,0.05,0
"14","GR",0.1,0.0974999999999999,-0.0025
"15","GR",0.25,0.2452,-0.0048
"16","GR",0.75,0.7488,-0.0012
"17","GR",0.9,0.8977,-0.0023
"18","GR",0.95,0.9475,-0.0025
"19","ML",0.05,0.0585,0.0085
"20","ML",0.1,0.1073,0.0073
"21","ML",0.25,0.2542,0.0042
"22","ML",0.75,0.7402,-0.0098
"23","ML",0.9,0.8868,-0.0132
"24","ML",0.95,0.9381,-0.0119
