"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,4e-04,0.0036
"[-5.76,-5.52)",0,0.0012,4e-04,0.0048
"[-5.52,-5.28)",0,4e-04,4e-04,0.0084
"[-5.28,-5.04)",0,4e-04,8e-04,0.0096
"[-5.04,-4.8)",0,0,0.0012,0.0104
"[-4.8,-4.56)",4e-04,0.0016,8e-04,0.0112
"[-4.56,-4.32)",0,0.0016,0.0012,0.0112
"[-4.32,-4.08)",0,0.0012,0.002,0.0124
"[-4.08,-3.84)",4e-04,0.0012,0.0016,0.0144
"[-3.84,-3.6)",0,0.0028,0.0036,0.0124
"[-3.6,-3.36)",0,0.0036,0.002,0.0164
"[-3.36,-3.12)",4e-04,0.0048,0.0024,0.0144
"[-3.12,-2.88)",8e-04,0.006,0.0052,0.0164
"[-2.88,-2.64)",0,0.0076,0.0048,0.0256
"[-2.64,-2.4)",0.004,0.0104,0.0104,0.0208
"[-2.4,-2.16)",0.0016,0.0196,0.01,0.018
"[-2.16,-1.92)",0.004,0.0148,0.018,0.0216
"[-1.92,-1.68)",0.012,0.0208,0.0228,0.0232
"[-1.68,-1.44)",0.0188,0.0408,0.0284,0.0256
"[-1.44,-1.2)",0.026,0.0308,0.0344,0.0272
"[-1.2,-0.96)",0.0248,0.0528,0.0468,0.0228
"[-0.96,-0.72)",0.0544,0.056,0.058,0.0364
"[-0.72,-0.48)",0.11,0.058,0.0664,0.0312
"[-0.48,-0.24)",0.1192,0.074,0.0784,0.0304
"[-0.24,0)",0.0872,0.068,0.0812,0.032
"[0,0.24)",0.1048,0.0768,0.0824,0.0284
"[0.24,0.48)",0.1188,0.0748,0.0824,0.0296
"[0.48,0.72)",0.1328,0.064,0.0724,0.0256
"[0.72,0.96)",0.0816,0.06,0.064,0.03
"[0.96,1.2)",0.0448,0.0564,0.054,0.0244
"[1.2,1.44)",0.0296,0.042,0.0436,0.026
"[1.44,1.68)",0.0104,0.038,0.03,0.0272
"[1.68,1.92)",0.0068,0.0268,0.0252,0.0232
"[1.92,2.16)",0.0016,0.0232,0.0152,0.0264
"[2.16,2.4)",0.002,0.0128,0.0128,0.0232
"[2.4,2.64)",0.0012,0.0116,0.0052,0.0184
"[2.64,2.88)",8e-04,0.0124,0.0072,0.0232
"[2.88,3.12)",0,0.0056,0.0076,0.0216
"[3.12,3.36)",0,0.006,0.0032,0.0148
"[3.36,3.6)",4e-04,0.0024,0.0028,0.0168
"[3.6,3.84)",0,0.0028,0.0012,0.016
"[3.84,4.08)",0,8e-04,0.002,0.0144
"[4.08,4.32)",0,0,0.0016,0.0144
"[4.32,4.56)",0,8e-04,0.0016,0.0104
"[4.56,4.8)",0,8e-04,0,0.0096
"[4.8,5.04)",0,4e-04,0.0016,0.0096
"[5.04,5.28)",0,8e-04,0,0.008
"[5.28,5.52)",0,4e-04,8e-04,0.0068
"[5.52,5.76)",0,0,0,0.0084
"[5.76,6)",0,0,4e-04,0.0092
