"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",2e-04,2e-04,2e-04,2e-04
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,6e-04,0,2e-04
"[-4.56,-4.32)",2e-04,2e-04,2e-04,0.001
"[-4.32,-4.08)",0,4e-04,0,0.001
"[-4.08,-3.84)",8e-04,0,8e-04,0.0014
"[-3.84,-3.6)",0,6e-04,0,0.0016
"[-3.6,-3.36)",4e-04,6e-04,4e-04,0.0028
"[-3.36,-3.12)",4e-04,8e-04,8e-04,0.0034
"[-3.12,-2.88)",8e-04,0.001,0.001,0.0058
"[-2.88,-2.64)",8e-04,0.0028,0.0012,0.0092
"[-2.64,-2.4)",0.001,0.0044,0.0052,0.0072
"[-2.4,-2.16)",0.004,0.0066,0.0074,0.0106
"[-2.16,-1.92)",0.0058,0.0104,0.01,0.0138
"[-1.92,-1.68)",0.0098,0.0134,0.0182,0.0246
"[-1.68,-1.44)",0.0154,0.0246,0.0246,0.032
"[-1.44,-1.2)",0.0258,0.0314,0.0362,0.0372
"[-1.2,-0.96)",0.037,0.043,0.048,0.0492
"[-0.96,-0.72)",0.0594,0.065,0.065,0.0626
"[-0.72,-0.48)",0.0902,0.0864,0.083,0.0728
"[-0.48,-0.24)",0.1146,0.0942,0.0952,0.0804
"[-0.24,0)",0.1352,0.1154,0.104,0.0824
"[0,0.24)",0.1338,0.1146,0.1036,0.0904
"[0.24,0.48)",0.1154,0.1,0.0952,0.083
"[0.48,0.72)",0.0876,0.0816,0.081,0.0642
"[0.72,0.96)",0.0534,0.058,0.0634,0.0574
"[0.96,1.2)",0.0396,0.0412,0.0482,0.0502
"[1.2,1.44)",0.0242,0.0332,0.0352,0.039
"[1.44,1.68)",0.0154,0.0222,0.0234,0.0324
"[1.68,1.92)",0.0096,0.0138,0.018,0.0208
"[1.92,2.16)",0.0068,0.0116,0.0108,0.0162
"[2.16,2.4)",0.0046,0.0058,0.008,0.0124
"[2.4,2.64)",0.0028,0.0048,0.0042,0.0092
"[2.64,2.88)",0.0018,0.0038,0.0034,0.007
"[2.88,3.12)",2e-04,0.003,6e-04,0.0038
"[3.12,3.36)",4e-04,0.001,0.001,0.0028
"[3.36,3.6)",6e-04,2e-04,6e-04,0.003
"[3.6,3.84)",0,2e-04,0,0.0016
"[3.84,4.08)",8e-04,4e-04,8e-04,0.0024
"[4.08,4.32)",2e-04,4e-04,2e-04,4e-04
"[4.32,4.56)",4e-04,4e-04,4e-04,6e-04
"[4.56,4.8)",2e-04,4e-04,2e-04,2e-04
"[4.8,5.04)",0,6e-04,0,4e-04
"[5.04,5.28)",0,0,0,8e-04
"[5.28,5.52)",2e-04,2e-04,2e-04,0
"[5.52,5.76)",2e-04,0,2e-04,2e-04
"[5.76,6)",0,0,0,2e-04
