"","quantity","estimator","value"
"1","mean","PM",0.021098439111283
"2","mean","CB",0.021098439111283
"3","mean","GR",0.0211490687822852
"4","mean","ML",0.0221644801893579
"5","var","PM",0.487281759387209
"6","var","CB",0.988305369078979
"7","var","GR",0.969767624508012
"8","var","ML",2.48072106548929
"9","var","true",1.00111175832338
"10","SSEL","PM",0.550838080952049
"11","SSEL","CB",0.632422955100089
"12","SSEL","GR",0.658885000142953
"13","SSEL","ML",1.5769576206406
"14","WSSEL","PM",27.5419040476024
"15","WSSEL","CB",31.6211477550044
"16","WSSEL","GR",32.9442500071476
"17","WSSEL","ML",78.8478810320302
"18","ISEL","PM",0.0477295699391314
"19","ISEL","CB",0.0276384645887436
"20","ISEL","GR",0.0286010509943131
"21","ISEL","ML",0.0568388398002838
"22","SELrank","PM",0.0601891580161476
"23","SELrank","CB",0.0601891580161476
"24","SELrank","GR",0.0599927720107651
"25","SELrank","ML",0.0663126489811611
