"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,0,0,0.0012
"[-4.8,-4.56)",0,0,0,0.0012
"[-4.56,-4.32)",0,0,0,0.0022
"[-4.32,-4.08)",0,0,0,0.0018
"[-4.08,-3.84)",0,0,0,0.0016
"[-3.84,-3.6)",0,0,0,0.0026
"[-3.6,-3.36)",0,0,0,0.0046
"[-3.36,-3.12)",0,0,0,0.0046
"[-3.12,-2.88)",0,4e-04,4e-04,0.0082
"[-2.88,-2.64)",0,0.0014,0.0024,0.0084
"[-2.64,-2.4)",0,0.0026,0.0028,0.011
"[-2.4,-2.16)",4e-04,0.0046,0.0076,0.016
"[-2.16,-1.92)",0.0016,0.0084,0.0098,0.0244
"[-1.92,-1.68)",0.004,0.0158,0.016,0.025
"[-1.68,-1.44)",0.0084,0.0242,0.0234,0.0326
"[-1.44,-1.2)",0.0172,0.0372,0.0374,0.0452
"[-1.2,-0.96)",0.0354,0.0516,0.052,0.057
"[-0.96,-0.72)",0.0626,0.0684,0.069,0.0662
"[-0.72,-0.48)",0.095,0.0994,0.0854,0.0672
"[-0.48,-0.24)",0.1498,0.105,0.1018,0.068
"[-0.24,0)",0.1512,0.1074,0.1048,0.0748
"[0,0.24)",0.1406,0.1052,0.0998,0.0636
"[0.24,0.48)",0.1076,0.0884,0.088,0.062
"[0.48,0.72)",0.0814,0.0636,0.0754,0.0498
"[0.72,0.96)",0.0512,0.0602,0.058,0.0486
"[0.96,1.2)",0.03,0.0404,0.0462,0.0418
"[1.2,1.44)",0.0208,0.0294,0.0358,0.0338
"[1.44,1.68)",0.0166,0.0214,0.0266,0.0302
"[1.68,1.92)",0.0096,0.0164,0.0192,0.0272
"[1.92,2.16)",0.0082,0.0142,0.0138,0.0272
"[2.16,2.4)",0.0036,0.0124,0.0096,0.0212
"[2.4,2.64)",0.0024,0.0072,0.006,0.0174
"[2.64,2.88)",0.0016,0.0058,0.0038,0.011
"[2.88,3.12)",4e-04,0.004,0.0034,0.0084
"[3.12,3.36)",2e-04,0.0016,4e-04,0.0068
"[3.36,3.6)",0,0.002,6e-04,0.0052
"[3.6,3.84)",0,6e-04,4e-04,0.0048
"[3.84,4.08)",0,2e-04,0,0.0032
"[4.08,4.32)",0,2e-04,0,0.0036
"[4.32,4.56)",2e-04,2e-04,0,0.0024
"[4.56,4.8)",0,0,2e-04,4e-04
"[4.8,5.04)",0,0,0,0.0016
"[5.04,5.28)",0,0,0,8e-04
"[5.28,5.52)",0,2e-04,0,0.0016
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,8e-04
