"","Est.","S.E.","t.value","p","Est.1","S.E.1","t.value1","p1","Est.2","S.E.2","t.value2","p2","Est.3","S.E.3","t.value3","p3","Est.4","S.E.4","t.value4","p4","Est.5","S.E.5","t.value5","p5"
"1",250.951818333739,6.49180541684788,38.656706758717,2.7612172832456e-317,238.371822268298,6.12511538338981,38.9171154089144,2.03555046086594e-321,279.837618574749,7.414254583292,37.743189882549,5.56942876651565e-303,279.10579698368,5.58634797485749,49.962121629346,0,270.868158470786,7.08247240567329,38.2448589921525,8.46601004239071e-311,268.588336291567,6.43122346385683,41.763178934929,0
"2",-51.5971641768902,5.16776367939704,-9.98442796109253,1.97914545089422e-23,-59.7641919313056,5.20955472850874,-11.4720345683773,2.18414474901729e-30,-84.7544854510768,5.75698890920901,-14.7220164547306,7.56824853606773e-49,-46.0844098723578,4.7377558104823,-9.7270546891412,2.53973959423896e-22,-48.8456101127903,5.84252664310206,-8.36035727290342,6.58463741339065e-17,-37.6086955172376,5.55545051977321,-6.76969318390633,1.32000539671781e-11
"3",-90.4790324707851,4.70259616098126,-19.2402301565919,6.95486675759621e-82,-103.767460020921,4.47447010793045,-23.1910053074232,1.07185018555251e-117,-119.356889514696,5.33204361123703,-22.3848299483442,7.18196019191336e-110,-89.7106282899382,4.29605623968041,-20.882088893839,5.45474892580687e-96,-95.2922435079027,5.04815241613359,-18.8766573694079,6.53545366108884e-79,-81.9595286678355,4.80085700841826,-17.0718537386388,5.76640037981909e-65
"4",-177.39031339588,4.85989024224072,-36.5008888172116,5.13507609687444e-284,-165.952713492296,4.73036365657893,-35.0824430298274,4.66266500351418e-263,-186.310130447645,5.50385073560365,-33.8508690365511,1.8081913086877e-245,-187.898694925226,4.45328357405177,-42.1932921631281,0,-193.677520698165,5.3211013871442,-36.3980136078765,1.80140967830278e-282,-179.2377032022,5.03485162514143,-35.5994012429642,1.3086228629969e-270
"5",-225.584028343344,4.72404139553306,-47.7523394601602,0,-214.338573406885,4.57983603738162,-46.8004905977872,0,-247.478442309377,5.33684440948082,-46.3716802141984,0,-252.966951878257,4.24600161541643,-59.5776862071323,0,-246.344296686518,5.18835921119674,-47.4801929972187,0,-243.495526887792,4.85485830265535,-50.1550223936739,0
"6",-40.8961288199376,5.05695651458751,-8.08710312259299,6.39356372314502e-16,-23.6866857908137,5.00829067368264,-4.72949501818684,2.26344894667952e-06,-41.6488492372066,5.80092691587542,-7.17968866720696,7.18837469057589e-13,-22.0083795375585,4.99521526625571,-4.40589211164375,1.05800798666184e-05,-36.41030173851,5.70116101718105,-6.38647139219252,1.72834160743306e-10,-16.4980636645529,5.72274937287871,-2.88289117513002,0.00394389792865229
"7",-47.2854280768573,5.00516583354859,-9.44732495373337,3.779666548504e-21,-32.1379486943429,5.04273323579434,-6.37312092303856,1.88549415292411e-10,-58.0209975930907,5.69276208401294,-10.1920643681969,2.40899070707383e-24,-42.1073596553919,4.42671485319783,-9.51210119734138,2.03639109339277e-21,-48.1425259930333,5.3946595925209,-8.92410821616577,4.80379784123701e-19,-55.3120513169466,4.90821927975586,-11.2692706181819,2.20216594684716e-29
"8",3.78845122027621,5.55143459267768,0.682427426105886,0.494975237151394,15.6869298087659,5.44704514314032,2.8798971546107,0.00398153150512174,20.1801042091787,6.19618079749149,3.25686174576258,0.00112806016683895,-4.39474161326487,5.121322415139,-0.858126330862062,0.390831190838031,3.20053640417464,6.10611278224133,0.524152847861392,0.600177024407949,3.58854308230873,5.78788877580949,0.620008991414464,0.535257693321007
"9",-2.99913511531082,4.9862864510832,-0.601476699089218,0.547528149530022,-2.44181028687558,4.89361665385532,-0.498978661303978,0.617798943294584,1.56013624022853,5.6580528827523,0.27573730266544,0.782752192090641,-3.82999067415695,4.53532892153057,-0.844479141518233,0.398410045519396,-4.48109535580665,5.4752271122579,-0.818430955270222,0.413119194449435,-2.76938390226405,5.21930806022799,-0.530603649048277,0.595698325515803
"10",-105.337414948138,5.08052935486853,-20.7335510909303,1.14433900652097e-94,-93.8199189163,4.91420924030505,-19.0915596647399,1.16038747447251e-80,-88.0054005370761,5.70937419443373,-15.4141938398215,2.35414695836889e-53,-123.963940794251,4.59955860534326,-26.951268900073,1.15867022392468e-157,-109.34459291278,5.54706936454145,-19.7121372975329,7.97791985452058e-86,-107.370638728723,5.24655889602826,-20.464963961427,2.66432758470394e-92
"11",-111.167934635995,5.10418427081486,-21.7797651373287,3.59879705894529e-104,-100.65651878432,4.9666950389952,-20.2662974058265,1.43656526514429e-90,-94.9976643511441,5.69070932956655,-16.6934662885654,3.2552018702833e-62,-125.863224429308,4.60921550171298,-27.3068647761277,9.82285552238469e-162,-114.068894375681,5.62239770249193,-20.2883005457127,9.25397464925833e-91,-109.554400262792,5.26073227314306,-20.8249335975688,1.76380249731558e-95
"12",22.2122912553589,3.35830237416017,6.61414273660027,3.81489090793441e-11,33.2841968062801,3.56085186373481,9.34725680258145,9.74714654731719e-21,46.7100720539717,3.86236668645852,12.0936399482052,1.42574817088644e-33,21.7815098013546,3.31768931112551,6.56526508624925,5.29901947195845e-11,23.9046629577396,3.77588971801765,6.3308689455818,2.48053495218052e-10,17.3946235811402,3.74295147680519,4.64730138473167,3.38073768545097e-06
"13",38.7473750179925,3.03742457433478,12.7566542212751,3.76887112494838e-37,49.6132055325116,3.07876516965672,16.1146442805976,4.03636263589103e-58,62.7478469742345,3.47190928488702,18.0730087757107,1.55720566293317e-72,43.2684657216014,3.00680923029655,14.3901599361972,9.29864386042334e-47,48.253902805258,3.28089155104193,14.7075580081072,9.35393153594383e-49,37.3279747603402,3.28537524926258,11.3618603441779,7.7045273213994e-30
"14",36.4299898698184,3.27180345984978,11.134528805557,1.00023215555002e-28,48.312977746805,3.47441820728369,13.9053432443805,8.65958202623618e-44,60.4919402904524,3.75187371360705,16.1231280442794,3.52375800580235e-58,34.943345884919,3.20983068034014,10.8863517627092,1.55063163164001e-27,37.4083430468097,3.69614368523294,10.1209114776208,4.98112856503293e-24,29.6766490974941,3.6336824137219,8.16710040080167,3.31140639785183e-16
"15",62.4288697286002,2.96657109449206,21.0441171777444,1.92583459343368e-97,75.7202983111802,3.00280121826692,25.216553746732,1.60744133463645e-138,87.9393533314865,3.37444414314069,26.0603967946078,1.10765769582695e-147,66.8965239747662,2.91191830258787,22.9733519361838,1.47596172965862e-115,70.4160492169527,3.20816209092867,21.9490310093931,9.4769686878297e-106,60.2205625589583,3.19748144039471,18.8337488994227,1.45389266551382e-78
"16",12.9355319845704,3.00138843342935,4.30984934855312,1.64009249175075e-05,7.30734870927808,3.08542151958612,2.36834697071092,0.0178755652340044,20.6698511715224,3.36764168851217,6.13778218806124,8.49788107441548e-10,3.54107966149763,2.95686954860412,1.19757723609055,0.231093348587577,-0.0437320860393184,3.3886029043127,-0.0129056390713885,0.989703181842845,-3.82840813353904,3.40986778338127,-1.12274386479078,0.261557408571778
"17",13.8762028446052,2.71275543494977,5.11516912502735,3.15846395873632e-07,9.25112952594482,2.56774367044801,3.60282439108524,0.0003154076816773,15.1402585033464,3.04287752927569,4.97563847301811,6.54777722252739e-07,3.6465424868551,2.68937079721386,1.35590915564074,0.175140700389308,7.92422693037529,2.96075898314031,2.6764174238764,0.0074463926344573,3.49886846271112,2.99695727155508,1.16747358926996,0.243030647412914
"18",7.9430526910911,2.9437275981008,2.69829745667218,0.00697433747209706,-8.65634823246861,2.97013322384462,-2.91446463174591,0.00356624887306865,19.4674626545276,3.27836655851649,5.9381592348041,2.92164868417768e-09,8.99695171796767,2.62199882177821,3.43133324212023,0.000601623433140974,7.5786404421351,3.26177248813249,2.32347304102568,0.0201619796638614,5.29681920910846,3.00194388763732,1.76446309703588,0.0776666307049649
"19",9.19503264824081,2.68059338091906,3.43022284308119,0.000604089784358203,0.178957516430937,2.62939427650045,0.0680603582468877,0.945738147836693,15.3326565157593,2.99138175148526,5.12561009912776,2.98851590824811e-07,8.2841751004468,2.34831911582078,3.52770415427605,0.000419955111862218,10.0839509505803,2.79591358062498,3.60667476293248,0.000310768707323299,12.896374066764,2.54394195068529,5.06944510400087,4.01910851524175e-07
"20",-2.40567281165768,2.82084662743269,-0.852819429550881,0.393767870681249,-1.12383415732737,2.98452295850974,-0.376554033241054,0.706508348108208,-0.667332646026512,3.22845934442533,-0.206703128282787,0.836243449642953,-6.08067112575092,2.80467750715765,-2.1680464546219,0.0301648460286775,-3.6125927303937,3.17702883564085,-1.13709787266221,0.255508609169698,-2.86276245159686,3.14200378274908,-0.911126354243947,0.362237858903505
"21",-1.07755349236129,2.54645003332442,-0.423159095312986,0.67218294135604,1.49341631083752,2.57987936995744,0.578870596907851,0.562681867931501,-1.55700454461163,2.90202875684319,-0.536522782877361,0.591602216380554,-7.7328351173752,2.52964534250506,-3.0568850848149,0.00223893311076362,-3.49057364130705,2.75708888734041,-1.26603594731187,0.205512375213701,-6.22037656659119,2.75634814505025,-2.256745606596,0.0240328388328728
"22",-1.63852705559353,2.54117526511289,-0.644791045343634,0.519068705397841,-0.457113654952607,2.71801220174396,-0.168179397671324,0.866443550941886,-2.26517491443531,2.96041316633567,-0.76515499261851,0.444186703175612,-3.26363694963444,2.51636256890048,-1.29696610097824,0.194655191011841,-1.78193494291422,2.8707629321538,-0.620718249826821,0.534790853436093,-3.05427359843199,2.86426940094177,-1.06633600785867,0.286282394333159
"23",-0.625713302124324,2.32499579715579,-0.269124487403276,0.787836176840507,-0.895011802073856,2.36018747719635,-0.379212164593396,0.70453363937675,-3.22747078521101,2.69399471064566,-1.19802417297155,0.230919315734016,-3.31867425183914,2.31029806597489,-1.43647016838009,0.150881499902461,-1.32269833873758,2.50933081601203,-0.52711198152808,0.598120648858102,-6.26992459866319,2.53470116900662,-2.47363463406633,0.0133814363227213
"24",3.36303821758382,2.91352474201292,1.15428510665756,0.248394675937198,7.40258532262426,3.10466558163392,2.38434225135721,0.0171173234656726,5.31621667489173,3.39488739362449,1.56594786763044,0.117373871047643,3.46517854393382,2.90536571235993,1.19268239767281,0.233005452141951,4.98346364313052,3.27448298920268,1.52190854542933,0.128045037012235,3.27302961311868,3.27764451114341,0.998592007763793,0.318002337782157
"25",11.9891645278106,2.6287621735568,4.56076424425604,5.12170790852265e-06,16.8313823172851,2.69304078424347,6.24995448110653,4.17407252694118e-10,12.5162241031268,3.05590589870976,4.09574918796136,4.22170410504682e-05,14.0655041261868,2.63648336389977,5.33494893947737,9.6428097438846e-08,11.2330026516097,2.84790649191793,3.9443017821996,8.02578860340628e-05,10.8736894637041,2.88083681312156,3.77448990313402,0.000160717280996874
"26",7.22621557564198,2.909026375151,2.48406670952472,0.0129958464241424,11.4746851177559,3.10925069801046,3.69049852593047,0.000224304800257894,9.92970315731636,3.34789378234167,2.96595525511896,0.00302038374223283,7.68883246037089,2.89446191693444,2.65639441147466,0.00790328692871679,9.13923601907553,3.29336296968569,2.77504669336455,0.00552360373101675,6.11791559369632,3.27003088689152,1.87090452821746,0.0613703491164869
"27",18.8394922079824,2.62593826728472,7.17438503512987,7.471979323622e-13,24.0302776882632,2.69060351448519,8.931184977234,4.50714376870003e-19,20.8491326872363,3.02295387279678,6.89694039821624,5.44397175953819e-12,20.5117810016398,2.62904873752716,7.80197822461553,6.33920782705391e-15,18.4331372983154,2.8615044732736,6.44176427836493,1.20307120055345e-10,17.1890531633879,2.87305074480708,5.98285748849246,2.22331199992908e-09
"28",32.0879436532899,3.12240134601169,10.2766877468448,1.00882178381865e-24,18.7543414586463,3.20690101417543,5.84811984396983,5.03536692536443e-09,26.2151531866908,3.49515367508165,7.50042934409127,6.57910874422926e-14,13.6668027139057,3.1141697139925,4.38858635497557,1.14571386549834e-05,30.1899506147142,3.50140499846783,8.62223896633637,6.96050789057306e-18,10.4011883650819,3.57292986570989,2.91110902145159,0.00360476181291415
"29",33.5053045941998,3.05697074345706,10.9602961251469,6.89541667691793e-28,21.3900981774982,3.12989903720219,6.83411762592149,8.44659992707018e-12,30.083217822406,3.4058345827909,8.83284760052979,1.08812020784405e-18,18.5164841482985,3.01702914184689,6.13732359806227,8.52240161804121e-10,34.8968159763721,3.4387407412193,10.1481381129065,3.77449275595213e-24,16.2058337484575,3.48204324472314,4.65411616384046,3.27093656179407e-06
"30",41.9779423908585,3.06087712190516,13.7143507298752,1.20210216569299e-42,28.5951056605431,3.07574812650282,9.2969594662669,1.56338137088005e-20,43.4369598760357,3.39475409725088,12.7953184919083,2.30051741433015e-37,27.6249031227733,2.7770039062007,9.94773650159095,2.85890752483256e-23,37.8607021962231,3.36303542892639,11.2578957303193,2.5039910035306e-29,38.8404478513155,3.14502151474931,12.34981944294,6.21843925593427e-35
"31",43.329165506243,2.98921199614106,14.4951798541485,2.05216498279121e-47,35.4486944464088,3.01174283076234,11.7701598172098,6.79302862000169e-32,48.714218415588,3.29863567068064,14.7679899446235,3.8537399386737e-49,36.0026309639935,2.68832381604018,13.3922225995171,9.37354165273548e-41,43.1305975302752,3.29287627810648,13.0981530697159,4.57928959648791e-39,47.2563991758211,3.05254372933965,15.4809900744793,8.43788178506358e-54
"32",-14.0241212808833,2.95749465394446,-4.74189235208898,2.12934034344886e-06,-26.8423353364163,3.11220176404977,-8.6248699060846,6.80282049604138e-18,-36.1607332493988,3.36219268745066,-10.7551043651865,6.44885255526489e-27,-9.05082330112975,2.96857858226491,-3.0488744192934,0.00229947984146535,-15.0139203606292,3.30108538861362,-4.54817691551285,5.43745279013472e-06,-19.3442683283584,3.30800262879502,-5.84771854773429,5.04750893030705e-09
"33",-11.1728397635231,2.8946222179984,-3.85986112248145,0.00011374547177239,-24.2930548968568,3.04748143152834,-7.97151859418339,1.63599604036569e-15,-28.622116315692,3.27977856750187,-8.72684412273991,2.78413492800871e-18,-2.90052311094853,2.88955545776416,-1.00379561954933,0.315487152521045,-10.8936363307646,3.24093797517766,-3.36126035555105,0.000777074325705025,-12.8388238700409,3.22517156627248,-3.98081888241358,6.88782562238795e-05
"34",9.76814410710369,2.64485364242729,3.6932645158161,0.00022187940318048,9.19234809568619,2.80122395635843,3.28154700905677,0.0010338513131795,3.71403772199475,3.06595847791172,1.21137900227678,0.225761987869155,3.56663919672518,2.66725838349145,1.33719298392698,0.181172194568732,9.47396362502483,2.96757573356832,3.19249261875887,0.0014123052673327,1.44698925805706,3.01255106903941,0.48032024184687,0.631004030580983
"35",6.69965367862586,2.55734764361419,2.61976649727509,0.00880447927735846,5.63012948077813,2.71593598718864,2.0729978568479,0.0381830156547972,6.72264766253853,2.95468759513188,2.27524821020493,0.0228997315336545,7.65309533301667,2.56186816294102,2.98731037128426,0.00281725310959152,8.7159443859357,2.8871163712806,3.01890996588742,0.00253949562771457,8.28246159913323,2.90827698352933,2.84789297788344,0.00440467189562797
"36",70.2536885590298,3.044188959312,23.0779657564054,1.39125067225508e-116,60.8277900603992,3.22761976107416,18.8460210815401,1.15688969893017e-78,51.7865489075238,3.5312423507753,14.6652491569019,1.73659727482613e-48,79.6856770465056,3.07994540299195,25.8724316895672,1.28767253852262e-145,73.136463228412,3.39509370178417,21.5418099329564,5.71227835076344e-102,69.6585619449338,3.45196069601625,20.1794191994491,8.11930984109788e-90
"37",89.6825009734242,2.96468855960407,30.250226683305,2.39897610100408e-197,76.3755077559048,3.14957533558132,24.2494621078204,2.26399535513135e-128,70.892258274358,3.42815051024616,20.679447434549,3.44945247651157e-94,104.44596563915,2.98291919413107,35.0146815390268,4.47843267663634e-262,91.9740181758569,3.32016956745026,27.7016026764225,2.59263954724695e-166,90.1257966932732,3.35164606541411,26.8900101425649,5.75888919565735e-157
"38",70.9702252777778,3.03759552650205,23.3639484449412,2.07430239857176e-119,62.3977985806523,3.2296767474824,19.3201374191063,1.51894435928729e-82,56.6689475052548,3.4821657758874,16.2740521711127,3.10924206785753e-59,80.2431525479333,3.07024388606652,26.1357584366816,1.63064037593883e-148,74.6879339581943,3.41064388509062,21.8984850000574,2.81553042658303e-105,72.1191187218113,3.44476279908384,20.9358736517335,1.80273159528525e-96
"39",91.5734249762873,2.95857104515352,30.9519100872345,2.46570474594426e-206,78.7410833538681,3.15394991547486,24.9658635882342,7.46421371252522e-136,75.0413381268087,3.38165385376132,22.1907212777979,5.02439901415685e-108,105.51207642064,2.97193870453928,35.5027767764802,3.43460744679907e-269,94.073939134047,3.33778209637585,28.1845658037989,5.34966067900066e-172,92.2011163611411,3.34465695003907,27.5666885239349,9.67189192247608e-165
