"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0396,-0.0104
"2","PM",0.1,0.0656,-0.0344
"3","PM",0.25,0.1516,-0.0984
"4","PM",0.75,0.784,0.034
"5","PM",0.9,0.9716,0.0716
"6","PM",0.95,0.9816,0.0316
"7","CB",0.05,0.0872,0.0372
"8","CB",0.1,0.126,0.026
"9","CB",0.25,0.234,-0.016
"10","CB",0.75,0.7228,-0.0272
"11","CB",0.9,0.9504,0.0504
"12","CB",0.95,0.9648,0.0148
"13","GR",0.05,0.0968,0.0468
"14","GR",0.1,0.1328,0.0328
"15","GR",0.25,0.2288,-0.0212
"16","GR",0.75,0.7184,-0.0316
"17","GR",0.9,0.9508,0.0508
"18","GR",0.95,0.968,0.018
"19","ML",0.05,0.1996,0.1496
"20","ML",0.1,0.248,0.148
"21","ML",0.25,0.3444,0.0944
"22","ML",0.75,0.6344,-0.1156
"23","ML",0.9,0.868000000000001,-0.032
"24","ML",0.95,0.904000000000001,-0.046
