"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,8e-04
"[-5.28,-5.04)",0,0,0,0.0016
"[-5.04,-4.8)",0,0,0,0.0012
"[-4.8,-4.56)",0,0,0,0.0016
"[-4.56,-4.32)",0,0,0,0.0012
"[-4.32,-4.08)",0,0,0,0.0012
"[-4.08,-3.84)",0,0,0,0.0016
"[-3.84,-3.6)",0,8e-04,0,0.004
"[-3.6,-3.36)",0,0,0,0.0024
"[-3.36,-3.12)",0,0.0012,8e-04,0.0052
"[-3.12,-2.88)",8e-04,8e-04,0.0016,0.0084
"[-2.88,-2.64)",0,0.0016,0.0028,0.0104
"[-2.64,-2.4)",0,0.0044,0.0044,0.0088
"[-2.4,-2.16)",0.002,0.0068,0.0068,0.0188
"[-2.16,-1.92)",0.0036,0.0092,0.012,0.0212
"[-1.92,-1.68)",0.006,0.016,0.0164,0.0312
"[-1.68,-1.44)",0.0136,0.0208,0.0236,0.0364
"[-1.44,-1.2)",0.0192,0.0316,0.034,0.0508
"[-1.2,-0.96)",0.0316,0.0544,0.0464,0.0568
"[-0.96,-0.72)",0.058,0.0728,0.0672,0.068
"[-0.72,-0.48)",0.1016,0.0988,0.09,0.068
"[-0.48,-0.24)",0.166,0.1164,0.1168,0.0672
"[-0.24,0)",0.168,0.1224,0.1216,0.0664
"[0,0.24)",0.1504,0.1156,0.1176,0.07
"[0.24,0.48)",0.1004,0.084,0.0912,0.0568
"[0.48,0.72)",0.0668,0.0684,0.07,0.056
"[0.72,0.96)",0.0364,0.0492,0.048,0.0488
"[0.96,1.2)",0.0228,0.0392,0.0332,0.0436
"[1.2,1.44)",0.0156,0.0188,0.0252,0.0292
"[1.44,1.68)",0.008,0.016,0.0188,0.028
"[1.68,1.92)",0.0064,0.0096,0.0128,0.022
"[1.92,2.16)",0.006,0.0096,0.0112,0.0228
"[2.16,2.4)",0.0052,0.004,0.0068,0.0132
"[2.4,2.64)",0.0024,0.0056,0.0048,0.0164
"[2.64,2.88)",0.002,0.0056,0.0068,0.0136
"[2.88,3.12)",0.0012,0.0028,0.0032,0.0128
"[3.12,3.36)",0.0036,0.004,0.0016,0.0068
"[3.36,3.6)",4e-04,8e-04,0.0012,0.0064
"[3.6,3.84)",4e-04,0.0012,0.0012,0.0044
"[3.84,4.08)",4e-04,0.0028,8e-04,0.0024
"[4.08,4.32)",4e-04,0.0032,4e-04,0.0032
"[4.32,4.56)",0,0,0,0.0036
"[4.56,4.8)",4e-04,0,4e-04,8e-04
"[4.8,5.04)",0,8e-04,0,8e-04
"[5.04,5.28)",0,0,0,0.002
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,4e-04,0,8e-04
"[5.76,6)",4e-04,0,0,0
