"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.037,-0.013
"2","PM",0.1,0.0863,-0.0137
"3","PM",0.25,0.2345,-0.0155
"4","PM",0.75,0.7644,0.0144
"5","PM",0.9,0.9127,0.0127
"6","PM",0.95,0.959299999999999,0.0093
"7","CB",0.05,0.0475,-0.0025
"8","CB",0.1,0.0976,-0.0024
"9","CB",0.25,0.2444,-0.0056
"10","CB",0.75,0.7534,0.0034
"11","CB",0.9,0.9024,0.0024
"12","CB",0.95,0.9527,0.0027
"13","GR",0.05,0.0468,-0.0032
"14","GR",0.1,0.0965,-0.0035
"15","GR",0.25,0.2451,-0.0049
"16","GR",0.75,0.7527,0.0027
"17","GR",0.9,0.9026,0.0026
"18","GR",0.95,0.9519,0.0019
"19","ML",0.05,0.0558,0.0058
"20","ML",0.1,0.1075,0.0075
"21","ML",0.25,0.2538,0.0038
"22","ML",0.75,0.7439,-0.0061
"23","ML",0.9,0.8924,-0.0076
"24","ML",0.95,0.9451,-0.0049
