"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.038,-0.012
"2","PM",0.1,0.0800000000000001,-0.02
"3","PM",0.25,0.2268,-0.0232
"4","PM",0.75,0.792400000000001,0.0424
"5","PM",0.9,0.9276,0.0276
"6","PM",0.95,0.970799999999999,0.0208
"7","CB",0.05,0.0576,0.0076
"8","CB",0.1,0.1104,0.0104
"9","CB",0.25,0.264,0.014
"10","CB",0.75,0.750000000000001,0
"11","CB",0.9,0.8948,-0.0052
"12","CB",0.95,0.9512,0.0012
"13","GR",0.05,0.0596,0.0096
"14","GR",0.1,0.1184,0.0184
"15","GR",0.25,0.2732,0.0232
"16","GR",0.75,0.7412,-0.0088
"17","GR",0.9,0.8924,-0.0076
"18","GR",0.95,0.9496,-4e-04
"19","ML",0.05,0.0944,0.0444
"20","ML",0.1,0.1572,0.0572
"21","ML",0.25,0.3036,0.0536
"22","ML",0.75,0.7068,-0.0432
"23","ML",0.9,0.8548,-0.0452
"24","ML",0.95,0.9164,-0.0336
