"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,8e-04,4e-04,0
"[-5.04,-4.8)",0,4e-04,0,8e-04
"[-4.8,-4.56)",0.0012,4e-04,8e-04,8e-04
"[-4.56,-4.32)",4e-04,0,0,4e-04
"[-4.32,-4.08)",0,4e-04,0,8e-04
"[-4.08,-3.84)",0,4e-04,8e-04,8e-04
"[-3.84,-3.6)",8e-04,4e-04,4e-04,0.0024
"[-3.6,-3.36)",0,0.0012,0,0.0016
"[-3.36,-3.12)",8e-04,0.0012,8e-04,0.0036
"[-3.12,-2.88)",0.0012,0.0024,8e-04,0.0044
"[-2.88,-2.64)",0.0012,0.0032,0.0048,0.0048
"[-2.64,-2.4)",0.0028,0.0068,0.0044,0.0068
"[-2.4,-2.16)",0.0056,0.0088,0.008,0.014
"[-2.16,-1.92)",0.01,0.008,0.012,0.0184
"[-1.92,-1.68)",0.0084,0.0128,0.0156,0.0168
"[-1.68,-1.44)",0.0132,0.0192,0.0232,0.0296
"[-1.44,-1.2)",0.0268,0.0348,0.0352,0.038
"[-1.2,-0.96)",0.042,0.0528,0.048,0.0548
"[-0.96,-0.72)",0.0644,0.0668,0.0668,0.062
"[-0.72,-0.48)",0.0812,0.0716,0.0812,0.0704
"[-0.48,-0.24)",0.1168,0.106,0.0976,0.086
"[-0.24,0)",0.1304,0.1044,0.1064,0.0748
"[0,0.24)",0.1328,0.1116,0.1048,0.0948
"[0.24,0.48)",0.1096,0.1024,0.0984,0.0908
"[0.48,0.72)",0.0872,0.086,0.0792,0.0784
"[0.72,0.96)",0.058,0.0544,0.064,0.0576
"[0.96,1.2)",0.042,0.0472,0.0464,0.05
"[1.2,1.44)",0.026,0.0332,0.0336,0.0332
"[1.44,1.68)",0.0128,0.0232,0.0236,0.0308
"[1.68,1.92)",0.0088,0.0116,0.0172,0.0208
"[1.92,2.16)",0.0052,0.0096,0.01,0.0156
"[2.16,2.4)",0.0016,0.006,0.006,0.0116
"[2.4,2.64)",0.0024,0.0024,0.0032,0.004
"[2.64,2.88)",0.0032,0.002,0.0016,0.0036
"[2.88,3.12)",0.0012,0.0032,0.0016,0.0044
"[3.12,3.36)",4e-04,0.002,0.0016,0.0044
"[3.36,3.6)",4e-04,4e-04,4e-04,0.0028
"[3.6,3.84)",0,4e-04,0,8e-04
"[3.84,4.08)",0,4e-04,0,0.0012
"[4.08,4.32)",4e-04,0,4e-04,8e-04
"[4.32,4.56)",0,4e-04,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,4e-04,0,0
"[5.76,6)",0,0,0,8e-04
