"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,0
"[-2.64,-2.4)",4e-04,8e-04,4e-04,0.0012
"[-2.4,-2.16)",8e-04,4e-04,8e-04,8e-04
"[-2.16,-1.92)",8e-04,0.0016,0.0012,0.0044
"[-1.92,-1.68)",0.0044,0.008,0.0108,0.0132
"[-1.68,-1.44)",0.0168,0.0184,0.0224,0.0288
"[-1.44,-1.2)",0.0348,0.0416,0.046,0.0516
"[-1.2,-0.96)",0.0772,0.084,0.074,0.0792
"[-0.96,-0.72)",0.1116,0.1044,0.1016,0.0892
"[-0.72,-0.48)",0.1204,0.1164,0.106,0.1016
"[-0.48,-0.24)",0.1088,0.1068,0.1068,0.1012
"[-0.24,0)",0.096,0.0884,0.0948,0.0892
"[0,0.24)",0.0868,0.0836,0.0856,0.0836
"[0.24,0.48)",0.0784,0.0752,0.0756,0.0776
"[0.48,0.72)",0.0572,0.0564,0.06,0.0564
"[0.72,0.96)",0.0452,0.046,0.0512,0.0476
"[0.96,1.2)",0.0392,0.0404,0.038,0.04
"[1.2,1.44)",0.038,0.0356,0.0348,0.0364
"[1.44,1.68)",0.024,0.0256,0.0244,0.0248
"[1.68,1.92)",0.0168,0.0188,0.022,0.0208
"[1.92,2.16)",0.016,0.0148,0.0144,0.016
"[2.16,2.4)",0.0104,0.0136,0.0104,0.0128
"[2.4,2.64)",0.0044,0.0064,0.0072,0.0096
"[2.64,2.88)",0.0056,0.0052,0.004,0.004
"[2.88,3.12)",0.002,0.0028,0.0036,0.004
"[3.12,3.36)",0.0012,0.0016,0.0016,0.002
"[3.36,3.6)",0.0012,0.0016,4e-04,0.0016
"[3.6,3.84)",4e-04,0,8e-04,8e-04
"[3.84,4.08)",4e-04,8e-04,4e-04,4e-04
"[4.08,4.32)",4e-04,0,4e-04,4e-04
"[4.32,4.56)",0,4e-04,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",4e-04,4e-04,4e-04,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
