"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,2e-04,0.0044
"[-5.76,-5.52)",0,2e-04,2e-04,0.0066
"[-5.52,-5.28)",0,2e-04,2e-04,0.0076
"[-5.28,-5.04)",0,2e-04,2e-04,0.0074
"[-5.04,-4.8)",0,2e-04,2e-04,0.0094
"[-4.8,-4.56)",0,4e-04,4e-04,0.0082
"[-4.56,-4.32)",0,4e-04,6e-04,0.0088
"[-4.32,-4.08)",0,4e-04,6e-04,0.0106
"[-4.08,-3.84)",0,4e-04,0.001,0.011
"[-3.84,-3.6)",4e-04,6e-04,0.0012,0.0116
"[-3.6,-3.36)",0,2e-04,0.002,0.014
"[-3.36,-3.12)",4e-04,8e-04,0.0022,0.014
"[-3.12,-2.88)",2e-04,0.0024,0.0026,0.021
"[-2.88,-2.64)",6e-04,0.0034,0.0032,0.021
"[-2.64,-2.4)",4e-04,0.0044,0.0046,0.019
"[-2.4,-2.16)",6e-04,0.0074,0.0062,0.0242
"[-2.16,-1.92)",2e-04,0.013,0.0074,0.0204
"[-1.92,-1.68)",0.001,0.0142,0.0124,0.0208
"[-1.68,-1.44)",0.0026,0.0162,0.0166,0.022
"[-1.44,-1.2)",0.0038,0.0284,0.0232,0.0304
"[-1.2,-0.96)",0.0188,0.0436,0.039,0.0292
"[-0.96,-0.72)",0.0484,0.0644,0.0578,0.0292
"[-0.72,-0.48)",0.0782,0.0812,0.0812,0.0302
"[-0.48,-0.24)",0.1572,0.0986,0.106,0.0348
"[-0.24,0)",0.1658,0.1142,0.1256,0.03
"[0,0.24)",0.218,0.1212,0.1252,0.0292
"[0.24,0.48)",0.1546,0.1028,0.1104,0.03
"[0.48,0.72)",0.0732,0.0802,0.0838,0.0298
"[0.72,0.96)",0.0362,0.0598,0.0586,0.0334
"[0.96,1.2)",0.0146,0.0378,0.037,0.0272
"[1.2,1.44)",0.0058,0.0328,0.0264,0.0258
"[1.44,1.68)",0.0132,0.019,0.0156,0.0266
"[1.68,1.92)",0.0016,0.0148,0.0144,0.0206
"[1.92,2.16)",0.0016,0.0108,0.0076,0.0204
"[2.16,2.4)",6e-04,0.0048,0.0062,0.019
"[2.4,2.64)",4e-04,0.005,0.0054,0.0204
"[2.64,2.88)",2e-04,0.003,0.0042,0.02
"[2.88,3.12)",6e-04,0.0026,0.0024,0.0192
"[3.12,3.36)",4e-04,0.0018,0.0016,0.0148
"[3.36,3.6)",2e-04,0.001,0.0014,0.0126
"[3.6,3.84)",0,0.0012,0.001,0.0136
"[3.84,4.08)",0,0.0016,0.001,0.0124
"[4.08,4.32)",0,0,0.0012,0.0114
"[4.32,4.56)",0,6e-04,4e-04,0.0104
"[4.56,4.8)",2e-04,6e-04,2e-04,0.008
"[4.8,5.04)",0,8e-04,2e-04,0.008
"[5.04,5.28)",0,0,6e-04,0.0084
"[5.28,5.52)",0,4e-04,2e-04,0.0048
"[5.52,5.76)",0,0,0,0.0056
"[5.76,6)",0,2e-04,0,0.0048
