"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0172,-0.0328
"2","PM",0.1,0.0432,-0.0568
"3","PM",0.25,0.1508,-0.0992
"4","PM",0.75,0.844000000000001,0.094
"5","PM",0.9,0.9536,0.0536
"6","PM",0.95,0.9828,0.0328
"7","CB",0.05,0.048,-0.002
"8","CB",0.1,0.0872,-0.0128
"9","CB",0.25,0.2296,-0.0204
"10","CB",0.75,0.776800000000001,0.0268
"11","CB",0.9,0.9032,0.0032
"12","CB",0.95,0.945199999999999,-0.0048
"13","GR",0.05,0.0468,-0.0032
"14","GR",0.1,0.0984,-0.0016
"15","GR",0.25,0.2388,-0.0112
"16","GR",0.75,0.7576,0.0076
"17","GR",0.9,0.9012,0.0012
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.1528,0.1028
"20","ML",0.1,0.2128,0.1128
"21","ML",0.25,0.3376,0.0876
"22","ML",0.75,0.6668,-0.0832
"23","ML",0.9,0.788,-0.112
"24","ML",0.95,0.852800000000001,-0.0972
