"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,8e-04
"[-3.84,-3.6)",0,0,0,0.0032
"[-3.6,-3.36)",0,0.0012,4e-04,0.0036
"[-3.36,-3.12)",0,4e-04,0,0.0036
"[-3.12,-2.88)",0.0012,8e-04,8e-04,0.0024
"[-2.88,-2.64)",8e-04,0.002,0.002,0.0048
"[-2.64,-2.4)",4e-04,0.0044,0.0036,0.0056
"[-2.4,-2.16)",0.0032,0.0096,0.0068,0.0168
"[-2.16,-1.92)",0.0088,0.0112,0.0132,0.018
"[-1.92,-1.68)",0.0092,0.0224,0.0188,0.024
"[-1.68,-1.44)",0.0244,0.0212,0.0272,0.0336
"[-1.44,-1.2)",0.0256,0.0324,0.036,0.0476
"[-1.2,-0.96)",0.0372,0.0488,0.0504,0.054
"[-0.96,-0.72)",0.0616,0.0588,0.0644,0.0576
"[-0.72,-0.48)",0.0788,0.0748,0.0756,0.0576
"[-0.48,-0.24)",0.1088,0.0948,0.0928,0.086
"[-0.24,0)",0.1348,0.1104,0.0996,0.0792
"[0,0.24)",0.1284,0.1076,0.0992,0.078
"[0.24,0.48)",0.1108,0.0908,0.0948,0.0756
"[0.48,0.72)",0.0816,0.0876,0.0804,0.0772
"[0.72,0.96)",0.0572,0.0596,0.0664,0.0516
"[0.96,1.2)",0.044,0.0424,0.0488,0.0448
"[1.2,1.44)",0.0288,0.0368,0.0368,0.044
"[1.44,1.68)",0.0256,0.0244,0.0308,0.0324
"[1.68,1.92)",0.0104,0.0216,0.0184,0.0292
"[1.92,2.16)",0.0084,0.014,0.0152,0.0204
"[2.16,2.4)",0.0048,0.0072,0.0068,0.012
"[2.4,2.64)",0.002,0.0072,0.0052,0.0116
"[2.64,2.88)",0.0012,0.0028,0.0024,0.0084
"[2.88,3.12)",8e-04,0.0024,0.002,0.0036
"[3.12,3.36)",0.0012,8e-04,0.0012,0.0032
"[3.36,3.6)",0,4e-04,0,0.0024
"[3.6,3.84)",0,0.0012,0,8e-04
"[3.84,4.08)",0,0,0,0.0016
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,0.0012
"[4.56,4.8)",0,0,0,4e-04
"[4.8,5.04)",0,0,0,8e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
