"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0256,-0.0244
"2","PM",0.1,0.0656,-0.0344
"3","PM",0.25,0.188,-0.062
"4","PM",0.75,0.802,0.052
"5","PM",0.9,0.9292,0.0292
"6","PM",0.95,0.9664,0.0164
"7","CB",0.05,0.0544,0.0044
"8","CB",0.1,0.0928,-0.0072
"9","CB",0.25,0.2248,-0.0252
"10","CB",0.75,0.7604,0.0104
"11","CB",0.9,0.8948,-0.0052
"12","CB",0.95,0.9376,-0.0124
"13","GR",0.05,0.0488,-0.0012
"14","GR",0.1,0.0943999999999999,-0.0056
"15","GR",0.25,0.2352,-0.0148
"16","GR",0.75,0.7512,0.0012
"17","GR",0.9,0.8952,-0.0048
"18","GR",0.95,0.9456,-0.0044
"19","ML",0.05,0.0872,0.0372
"20","ML",0.1,0.1468,0.0468
"21","ML",0.25,0.288,0.038
"22","ML",0.75,0.7172,-0.0328
"23","ML",0.9,0.844800000000001,-0.0552
"24","ML",0.95,0.900400000000001,-0.0496
