"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0148,-0.0352
"2","PM",0.1,0.05,-0.05
"3","PM",0.25,0.1938,-0.0562
"4","PM",0.75,0.8204,0.0704
"5","PM",0.9,0.9522,0.0522
"6","PM",0.95,0.982,0.032
"7","CB",0.05,0.0548,0.0048
"8","CB",0.1,0.1126,0.0126
"9","CB",0.25,0.2786,0.0286
"10","CB",0.75,0.734,-0.016
"11","CB",0.9,0.8894,-0.0106
"12","CB",0.95,0.948199999999999,-0.0018
"13","GR",0.05,0.0565999999999999,0.0066
"14","GR",0.1,0.118,0.018
"15","GR",0.25,0.275,0.025
"16","GR",0.75,0.7354,-0.0146
"17","GR",0.9,0.887,-0.013
"18","GR",0.95,0.9448,-0.0052
"19","ML",0.05,0.12,0.07
"20","ML",0.1,0.194,0.094
"21","ML",0.25,0.3386,0.0886
"22","ML",0.75,0.6638,-0.0862
"23","ML",0.9,0.8048,-0.0952
"24","ML",0.95,0.877000000000001,-0.073
