"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,2e-04
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,2e-04,0,0
"[-5.28,-5.04)",0,0,0,2e-04
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,2e-04,0,2e-04
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,0,0,0.0016
"[-4.08,-3.84)",2e-04,6e-04,2e-04,8e-04
"[-3.84,-3.6)",2e-04,6e-04,6e-04,0.0012
"[-3.6,-3.36)",0,4e-04,2e-04,0.0026
"[-3.36,-3.12)",0,0.0014,6e-04,0.0044
"[-3.12,-2.88)",6e-04,0.0016,0.0012,0.0048
"[-2.88,-2.64)",8e-04,0.0016,0.0026,0.0084
"[-2.64,-2.4)",8e-04,0.0026,0.0034,0.0116
"[-2.4,-2.16)",0.0024,0.0062,0.01,0.0212
"[-2.16,-1.92)",0.0024,0.0108,0.0098,0.0226
"[-1.92,-1.68)",0.0036,0.0164,0.0164,0.0238
"[-1.68,-1.44)",0.0114,0.0284,0.0256,0.0344
"[-1.44,-1.2)",0.0202,0.0324,0.0348,0.0446
"[-1.2,-0.96)",0.0366,0.0498,0.0508,0.0542
"[-0.96,-0.72)",0.0572,0.0684,0.0652,0.0632
"[-0.72,-0.48)",0.0962,0.0882,0.084,0.063
"[-0.48,-0.24)",0.1276,0.0914,0.0956,0.066
"[-0.24,0)",0.1472,0.102,0.1042,0.0702
"[0,0.24)",0.1496,0.1026,0.1032,0.0722
"[0.24,0.48)",0.1234,0.0968,0.0966,0.0728
"[0.48,0.72)",0.0862,0.0822,0.0812,0.0616
"[0.72,0.96)",0.0586,0.0644,0.064,0.06
"[0.96,1.2)",0.0316,0.0498,0.0476,0.0474
"[1.2,1.44)",0.0202,0.0366,0.0334,0.0438
"[1.44,1.68)",0.0088,0.0222,0.0246,0.0376
"[1.68,1.92)",0.0066,0.0172,0.0166,0.0308
"[1.92,2.16)",0.0032,0.0078,0.011,0.0218
"[2.16,2.4)",0.0016,0.0052,0.0066,0.0138
"[2.4,2.64)",0.0016,0.0044,0.0044,0.0104
"[2.64,2.88)",6e-04,0.0024,0.0028,0.0082
"[2.88,3.12)",0,0.0026,8e-04,0.0066
"[3.12,3.36)",0,0.001,0.001,0.0038
"[3.36,3.6)",0,6e-04,6e-04,0.0022
"[3.6,3.84)",4e-04,4e-04,0,8e-04
"[3.84,4.08)",2e-04,0,2e-04,0.0024
"[4.08,4.32)",0,0,0,0.0016
"[4.32,4.56)",0,0,2e-04,8e-04
"[4.56,4.8)",0,2e-04,0,2e-04
"[4.8,5.04)",0,4e-04,0,2e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,2e-04
