"","quantity","estimator","value"
"1","mean","PM",-0.00564088019467795
"2","mean","CB",-0.00564088019467795
"3","mean","GR",-0.00561488374308785
"4","mean","ML",-0.00608182891025678
"5","var","PM",0.399163952067824
"6","var","CB",0.850283877527107
"7","var","GR",0.79686927240476
"8","var","ML",1.95677810419791
"9","var","true",0.985542704773853
"10","SSEL","PM",0.578442118509682
"11","SSEL","CB",0.594694344033012
"12","SSEL","GR",0.600279888050021
"13","SSEL","ML",1.00404725291344
"14","WSSEL","PM",14.4610529627421
"15","WSSEL","CB",14.8673586008253
"16","WSSEL","GR",15.0069972012505
"17","WSSEL","ML",25.101181322836
"18","ISEL","PM",0.0837971628245196
"19","ISEL","CB",0.0402157313593935
"20","ISEL","GR",0.0403430962574338
"21","ISEL","ML",0.0474859188971981
"22","SELrank","PM",0.0525585798816568
"23","SELrank","CB",0.0525585798816568
"24","SELrank","GR",0.0524236686390533
"25","SELrank","ML",0.0521278106508876
