"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0392,-0.0108
"2","PM",0.1,0.0648,-0.0352
"3","PM",0.25,0.1416,-0.1084
"4","PM",0.75,0.7628,0.0128
"5","PM",0.9,0.9832,0.0832
"6","PM",0.95,0.9936,0.0436
"7","CB",0.05,0.0916,0.0416
"8","CB",0.1,0.13,0.03
"9","CB",0.25,0.2376,-0.0124
"10","CB",0.75,0.696,-0.054
"11","CB",0.9,0.95,0.05
"12","CB",0.95,0.9712,0.0212
"13","GR",0.05,0.0924,0.0424
"14","GR",0.1,0.1312,0.0312
"15","GR",0.25,0.226,-0.024
"16","GR",0.75,0.6956,-0.0544
"17","GR",0.9,0.9532,0.0532
"18","GR",0.95,0.976799999999999,0.0268
"19","ML",0.05,0.1984,0.1484
"20","ML",0.1,0.24,0.14
"21","ML",0.25,0.3364,0.0864
"22","ML",0.75,0.6212,-0.1288
"23","ML",0.9,0.878800000000001,-0.0212
"24","ML",0.95,0.910400000000001,-0.0396
