"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0482,-0.0018
"2","PM",0.1,0.0882,-0.0118
"3","PM",0.25,0.2212,-0.0288
"4","PM",0.75,0.7132,-0.0368
"5","PM",0.9,0.9554,0.0554
"6","PM",0.95,0.9746,0.0246
"7","CB",0.05,0.0754,0.0254
"8","CB",0.1,0.1264,0.0264
"9","CB",0.25,0.2718,0.0218
"10","CB",0.75,0.6948,-0.0552
"11","CB",0.9,0.9368,0.0368
"12","CB",0.95,0.9644,0.0144
"13","GR",0.05,0.087,0.037
"14","GR",0.1,0.1368,0.0368
"15","GR",0.25,0.2618,0.0118
"16","GR",0.75,0.6856,-0.0644
"17","GR",0.9,0.9396,0.0396
"18","GR",0.95,0.965399999999999,0.0154
"19","ML",0.05,0.1296,0.0796
"20","ML",0.1,0.1862,0.0862
"21","ML",0.25,0.2956,0.0456
"22","ML",0.75,0.667,-0.083
"23","ML",0.9,0.9178,0.0178
"24","ML",0.95,0.9486,-0.0014
