"","quantity","estimator","value"
"1","mean","PM",-0.00486234200979117
"2","mean","CB",-0.00486234200979117
"3","mean","GR",-0.00498843413964106
"4","mean","ML",-0.00465317537025219
"5","var","PM",0.766570516499928
"6","var","CB",1.01050287617901
"7","var","GR",0.995754636778954
"8","var","ML",1.33295954768425
"9","var","true",1.00697283818189
"10","SSEL","PM",0.248488811209408
"11","SSEL","CB",0.264506403757333
"12","SSEL","GR",0.273806391056342
"13","SSEL","ML",0.33140175676313
"14","WSSEL","PM",12.4244405604704
"15","WSSEL","CB",13.2253201878666
"16","WSSEL","GR",13.6903195528171
"17","WSSEL","ML",16.5700878381565
"18","ISEL","PM",0.0162083437733674
"19","ISEL","CB",0.012834937768458
"20","ISEL","GR",0.00904902297758729
"21","ISEL","ML",0.0140386260334035
"22","SELrank","PM",0.0279800076893502
"23","SELrank","CB",0.0279800076893502
"24","SELrank","GR",0.0280221453287197
"25","SELrank","ML",0.0279670895809304
