"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0076
"[-5.76,-5.52)",0,4e-04,0,0.0052
"[-5.52,-5.28)",0,0,0,0.0052
"[-5.28,-5.04)",0,0,4e-04,0.008
"[-5.04,-4.8)",0,4e-04,0,0.008
"[-4.8,-4.56)",0,8e-04,0.0016,0.01
"[-4.56,-4.32)",0,0,4e-04,0.014
"[-4.32,-4.08)",0,0.0012,8e-04,0.0104
"[-4.08,-3.84)",4e-04,0.0016,0.0016,0.0156
"[-3.84,-3.6)",0,0.0036,0.002,0.0168
"[-3.6,-3.36)",0,8e-04,0.0024,0.0156
"[-3.36,-3.12)",4e-04,0.0048,0.0016,0.0116
"[-3.12,-2.88)",4e-04,0.0048,0.0048,0.0184
"[-2.88,-2.64)",4e-04,0.0048,0.004,0.016
"[-2.64,-2.4)",8e-04,0.0092,0.006,0.02
"[-2.4,-2.16)",0.0016,0.008,0.0104,0.0188
"[-2.16,-1.92)",0.0024,0.0188,0.0152,0.0232
"[-1.92,-1.68)",0.0044,0.024,0.0172,0.0272
"[-1.68,-1.44)",0.016,0.026,0.0256,0.02
"[-1.44,-1.2)",0.0316,0.0332,0.04,0.024
"[-1.2,-0.96)",0.038,0.0472,0.0476,0.0268
"[-0.96,-0.72)",0.0464,0.0696,0.0628,0.0352
"[-0.72,-0.48)",0.096,0.064,0.0764,0.0236
"[-0.48,-0.24)",0.15,0.086,0.0872,0.0344
"[-0.24,0)",0.1176,0.0952,0.094,0.0308
"[0,0.24)",0.1328,0.0868,0.0912,0.0264
"[0.24,0.48)",0.1032,0.08,0.0856,0.034
"[0.48,0.72)",0.0836,0.0708,0.078,0.03
"[0.72,0.96)",0.0996,0.0648,0.0644,0.0304
"[0.96,1.2)",0.0392,0.0488,0.0508,0.024
"[1.2,1.44)",0.024,0.0372,0.0356,0.0248
"[1.44,1.68)",0.0056,0.0312,0.0284,0.0232
"[1.68,1.92)",0.0012,0.0232,0.0176,0.026
"[1.92,2.16)",0.002,0.0148,0.0132,0.0296
"[2.16,2.4)",4e-04,0.0104,0.0088,0.0248
"[2.4,2.64)",0,0.0092,0.0052,0.0176
"[2.64,2.88)",4e-04,0.0056,0.0052,0.0196
"[2.88,3.12)",4e-04,0.0032,0.0036,0.0184
"[3.12,3.36)",8e-04,0.0032,0.002,0.0168
"[3.36,3.6)",0,0.0016,0.0024,0.0128
"[3.6,3.84)",4e-04,0,0.0012,0.0152
"[3.84,4.08)",0,0.0016,0.0012,0.008
"[4.08,4.32)",0,0,0.0016,0.0064
"[4.32,4.56)",0,0,0,0.0112
"[4.56,4.8)",0,8e-04,8e-04,0.01
"[4.8,5.04)",0,4e-04,0,0.008
"[5.04,5.28)",0,0,0,0.0052
"[5.28,5.52)",0,4e-04,0,0.0072
"[5.52,5.76)",0,4e-04,0,0.0048
"[5.76,6)",0,4e-04,8e-04,0.0048
