"","quantity","estimator","value"
"1","mean","PM",-0.0102585668216665
"2","mean","CB",-0.0102585668216665
"3","mean","GR",-0.0102956837070164
"4","mean","ML",0.0392271400904058
"5","var","PM",0.150631519010478
"6","var","CB",1.22828753346631
"7","var","GR",1.08951447930899
"8","var","ML",15.2634789469537
"9","var","true",1.02736024460212
"10","SSEL","PM",1.30812659609927
"11","SSEL","CB",1.85525611200119
"12","SSEL","GR",1.79797183391712
"13","SSEL","ML",14.5747155551129
"14","WSSEL","PM",32.7031649024819
"15","WSSEL","CB",46.3814028000297
"16","WSSEL","GR",44.949295847928
"17","WSSEL","ML",364.367888877823
"18","ISEL","PM",0.267478231135625
"19","ISEL","CB",0.142526292327386
"20","ISEL","GR",0.138953450465227
"21","ISEL","ML",0.46686745352559
"22","SELrank","PM",0.109648520710059
"23","SELrank","CB",0.109648520710059
"24","SELrank","GR",0.111005917159763
"25","SELrank","ML",0.116144378698225
