"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,2e-04,0.0064
"[-5.76,-5.52)",0,2e-04,0,0.0042
"[-5.52,-5.28)",2e-04,0,4e-04,0.007
"[-5.28,-5.04)",0,2e-04,2e-04,0.0076
"[-5.04,-4.8)",0,0,4e-04,0.0068
"[-4.8,-4.56)",0,0.0012,2e-04,0.0104
"[-4.56,-4.32)",2e-04,6e-04,8e-04,0.0084
"[-4.32,-4.08)",0,0.0018,6e-04,0.0102
"[-4.08,-3.84)",0,8e-04,0.0012,0.0108
"[-3.84,-3.6)",0,0.002,0.0012,0.0114
"[-3.6,-3.36)",2e-04,0.001,0.0014,0.0134
"[-3.36,-3.12)",0,0.0012,0.0032,0.0164
"[-3.12,-2.88)",0,0.0036,0.002,0.0186
"[-2.88,-2.64)",6e-04,0.0028,0.004,0.0164
"[-2.64,-2.4)",6e-04,0.005,0.0052,0.021
"[-2.4,-2.16)",0.0014,0.007,0.0056,0.0194
"[-2.16,-1.92)",0.0012,0.0092,0.008,0.018
"[-1.92,-1.68)",0.0014,0.0142,0.0122,0.0242
"[-1.68,-1.44)",0.0016,0.0212,0.0162,0.028
"[-1.44,-1.2)",0.0058,0.0304,0.0264,0.0286
"[-1.2,-0.96)",0.0116,0.0432,0.0414,0.0316
"[-0.96,-0.72)",0.0522,0.0644,0.0672,0.0338
"[-0.72,-0.48)",0.1146,0.0926,0.0946,0.0298
"[-0.48,-0.24)",0.1792,0.1016,0.1164,0.0308
"[-0.24,0)",0.195,0.1162,0.1242,0.028
"[0,0.24)",0.1532,0.1104,0.1162,0.0286
"[0.24,0.48)",0.1242,0.0956,0.0974,0.0296
"[0.48,0.72)",0.075,0.0788,0.0754,0.0278
"[0.72,0.96)",0.0362,0.0556,0.0524,0.0304
"[0.96,1.2)",0.0236,0.0418,0.0356,0.0274
"[1.2,1.44)",0.0078,0.028,0.025,0.0266
"[1.44,1.68)",0.005,0.016,0.0148,0.0278
"[1.68,1.92)",0.0032,0.0162,0.0112,0.0236
"[1.92,2.16)",0.0014,0.0092,0.009,0.022
"[2.16,2.4)",0.0014,0.0064,0.007,0.0194
"[2.4,2.64)",0.0012,0.0048,0.0042,0.0196
"[2.64,2.88)",8e-04,0.0038,0.0042,0.0192
"[2.88,3.12)",4e-04,0.0026,0.0032,0.019
"[3.12,3.36)",2e-04,0.0026,0.0028,0.0144
"[3.36,3.6)",4e-04,0.0018,0.001,0.0142
"[3.6,3.84)",2e-04,8e-04,0.0022,0.0122
"[3.84,4.08)",0,6e-04,4e-04,0.0134
"[4.08,4.32)",0,6e-04,0.002,0.0116
"[4.32,4.56)",0,2e-04,6e-04,0.0084
"[4.56,4.8)",0,6e-04,0,0.0088
"[4.8,5.04)",0,6e-04,6e-04,0.009
"[5.04,5.28)",0,4e-04,0,0.0084
"[5.28,5.52)",0,8e-04,2e-04,0.0072
"[5.52,5.76)",0,2e-04,6e-04,0.0052
"[5.76,6)",0,2e-04,2e-04,0.0038
