"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0066,-0.0434
"2","PM",0.1,0.015,-0.085
"3","PM",0.25,0.1388,-0.1112
"4","PM",0.75,0.8738,0.1238
"5","PM",0.9,0.9756,0.0756
"6","PM",0.95,0.9892,0.0392
"7","CB",0.05,0.061,0.011
"8","CB",0.1,0.1126,0.0126
"9","CB",0.25,0.2682,0.0182
"10","CB",0.75,0.7526,0.0026
"11","CB",0.9,0.8938,-0.0062
"12","CB",0.95,0.9402,-0.0098
"13","GR",0.05,0.0546,0.0046
"14","GR",0.1,0.0979999999999999,-0.002
"15","GR",0.25,0.2562,0.0062
"16","GR",0.75,0.7762,0.0262
"17","GR",0.9,0.9048,0.0048
"18","GR",0.95,0.9422,-0.0078
"19","ML",0.05,0.304,0.254
"20","ML",0.1,0.3518,0.2518
"21","ML",0.25,0.4296,0.1796
"22","ML",0.75,0.5684,-0.1816
"23","ML",0.9,0.636,-0.264
"24","ML",0.95,0.6838,-0.2662
